test_id,test_strain,type,effects_1,effects_2,effects_3,effects_4,effects_5,effects_6,effects_7,effects_8,ailment_1,ailment_2,ailment_3,ailment_4,ailment_5,flavor_1,flavor_2,flavor_3,flavor_4
6622,Blue Venom,Hybrid,,,,,,,,,,,,,,Earthy,Pine,Lemon,
6848,Dairy Queen,Hybrid,,,,,,,,,,,,,,Earthy,Diesel,Citrus,
7475,Original Blueberry,Hybrid,,,,,,,,,,,,,,Earthy,Sweet,Flowery,
9028,Apple Jack,Hybrid,,,,,,,,,,,,,,Earthy,Pungent,Citrus,
10983,QuickSilver,Hybrid,,,,,,,,,,,,,,Earthy,Pungent,Citrus,
20634,Mendo Purps,Hybrid,,,,,,,,,,,,,,Earthy,Pine,Woody,
21220,Hog's Breath,Hybrid,,,,,,,,,,,,,,Earthy,Lemon,Flowery,
27657,Purple Dream,Hybrid,,,,,,,,,,,,,,Earthy,Blueberry,Pungent,
30026,Sour Alien,Hybrid,,,,,,,,,,,,,,Earthy,Citrus,Flowery,
30211,Walrus Kush,Hybrid,,,,,,,,,,,,,,Earthy,Flowery,Lime,
34039,Crystal,Hybrid,,,,,,,,,,,,,,Earthy,Woody,Pungent,
34240,Mindbender,Hybrid,,,,,,,,,,,,,,Earthy,Sweet,Sage,
38144,Dawgfather,Hybrid,,,,,,,,,,,,,,Earthy,Woody,Spicy/Herbal,
38927,Dutch Queen,Hybrid,,,,,,,,,,,,,,Earthy,Citrus,Flowery,
48647,Sour Urkle,Hybrid,,,,,,,,,,,,,,Earthy,Pine,Diesel,
49064,Nigerian Nightmare,Hybrid,,,,,,,,,,,,,,Earthy,Woody,Spicy/Herbal,
59724,Super Slutty Hayes,Hybrid,,,,,,,,,,,,,,Earthy,,,
61283,Temple Haze,Hybrid,,,,,,,,,,,,,,Earthy,Skunk,Sweet,
66585,Stone Free,Hybrid,,,,,,,,,,,,,,Earthy,Honey,Pungent,
72100,Apollo 13,Hybrid,,,,,,,,,,,,,,Earthy,Citrus,Lemon,
87824,Big Skunk,Hybrid,,,,,,,,,,,,,,Earthy,Pungent,Woody,
92049,Blue Fire,Hybrid,,,,,,,,,,,,,,Earthy,Sage,Spicy/Herbal,
95375,Dreamweaver,Hybrid,,,,,,,,,,,,,,Earthy,Spicy/Herbal,Woody,
141355,Sugar Momma,Hybrid,,,,,,,,,,,,,,Earthy,Woody,Citrus,
178339,IG Kush,Hybrid,,,,,,,,,,,,,,Earthy,Woody,Sweet,
218708,Clifford,Hybrid,,,,,,,,,,,,,,Earthy,Berry,Citrus,
131,Tangerine Dream,Hybrid,,,,,,,,,,,,,,Flowery,Citrus,Pungent,
21733,Kush Dream,Hybrid,,,,,,,,,,,,,,Flowery,Sweet,Citrus,
198555,Crimson Crush,Hybrid,,,,,,,,,,,,,,Flowery,Lavender,Earthy,
2211,Purple Diesel,Hybrid,,,,,,,,,,,,,,Grape,Rose,Honey,
187955,13,,,,,,,,,,,,,,,Honey,Earthy,Woody,
637,Grape God,Hybrid,,,,,,,,,,,,,,Lavender,Tobacco,Earthy,
3605,Dutch Dream,Hybrid,,,,,,,,,,,,,,Lavender,Ammonia,Sweet,
4066,Cherry Kush,Organi,,,,,,,,,,,,,,Lemon,Pine,Earthy,
35041,Northern Light,Hybrid,,,,,,,,,,,,,,Lemon,Citrus,Pungent,
40446,Swiss Tsu 2,Hybrid,,,,,,,,,,,,,,Lemon,Sweet,Blueberry,
2222,Blue City Diesel,Hybrid,,,,,,,,,,,,,,Lime,Grapefruit,Tropical,
102248,Twizzler,Hybrid,,,,,,,,,,,,,,Mango,Earthy,Pine,
4880,Jack Cheddar,Hybrid,,,,,,,,,,,,,,Menthol,Spicy/Herbal,Pepper,
14283,Key Lime Pie,Hybrid,,,,,,,,,,,,,,Menthol,Spicy/Herbal,Sweet,
75875,Berry Wreck,Hybrid,,,,,,,,,,,,,,None,,,
94579,Wonder,Hybrid,,,,,,,,,,,,,,None,,,
76231,G Force,Hybrid,,,,,,,,,,,,,,Pine,Pungent,Woody,
5268,Double Bubble,Hybrid,,,,,,,,,,,,,,Pineapple,Tropical,Sweet,
1090,Black Magic,Hybrid,,,,,,,,,,,,,,Pungent,Earthy,Pine,
1178,Cherry Pie,Indica,,,,,,,,,,,,,,Pungent,Earthy,Sweet,
64241,Harlesin,Hybrid,,,,,,,,,,,,,,Pungent,Skunk,Diesel,
80912,Fighting Buddha,Hybrid,,,,,,,,,,,,,,Pungent,Woody,Flowery,
7036,Super Critical,Hybrid,,,,,,,,,,,,,,Sage,Pungent,Diesel,
8363,Pineapple Euphoria,Hybrid,,,,,,,,,,,,,,Skunk,Pungent,Earthy,
86806,Grizzly Purple Kush,Hybrid,,,,,,,,,,,,,,Skunk,Berry,Blueberry,
93,Agent Orange,Hybrid,,,,,,,,,,,,,,Spicy/Herbal,Sage,Woody,
1736,Charlie Sheen,Hybrid,,,,,,,,,,,,,,Spicy/Herbal,Earthy,Sweet,
3707,Skunk,Hybrid,,,,,,,,,,,,,,Spicy/Herbal,Pepper,Earthy,
2946,White Lavender,Hybrid,,,,,,,,,,,,,,Strawberry,Sweet,Flowery,
91,Purple Urkel,Indica,,,,,,,,,,,,,,Sweet,Earthy,Tropical,
132,Royal Queen,Hybrid,,,,,,,,,,,,,,Sweet,Pine,Woody,
139,Purple Pineapple,Hybrid,,,,,,,,,,,,,,Sweet,Earthy,Tropical,
2350,Strawberry Kush,Hybrid,,,,,,,,,,,,,,Sweet,Berry,Flowery,
2563,X Factor,Hybrid,,,,,,,,,,,,,,Sweet,Woody,Earthy,
3510,Blood Wreck,Hybrid,,,,,,,,,,,,,,Sweet,Earthy,Flowery,
4679,God,Hybrid,,,,,,,,,,,,,,Sweet,Skunk,Tropical,
11633,Matanuska Thunder,Hybrid,,,,,,,,,,,,,,Sweet,Blueberry,Berry,
12637,Cotton Candy Kush,Hybrid,,,,,,,,,,,,,,Sweet,Earthy,Flowery,
23526,Ice Bomb,Hybrid,,,,,,,,,,,,,,Sweet,Earthy,Pungent,
28926,Sour Dream,Hybrid,,,,,,,,,,,,,,Sweet,Flowery,Pepper,
29911,Ghost OG,Hybrid,,,,,,,,,,,,,,Sweet,Citrus,Orange,
35885,Sour Cookies,Hybrid,,,,,,,,,,,,,,Sweet,Berry,Blueberry,
37608,Sunset Sherbet,Sativa,,,,,,,,,,,,,,Sweet,Flowery,Citrus,
106695,Bogglegum,Hybrid,,,,,,,,,,,,,,Sweet,Earthy,Berry,
129525,Blueberry Pie,Hybrid,,,,,,,,,,,,,,Sweet,Chemical,Citrus,
151161,Hubbabubbasmelloscope,Hybrid,,,,,,,,,,,,,,Sweet,Pungent,Flowery,
158,Blue Magoo,Hybrid,,,,,,,,,,,,,,Tree,Fruit,Sweet,Grape
234,Candy Skunk,Hybrid,,,,,,,,,,,,,,Tropical,Sweet,Tree,Fruit
244,Space Queen,Hybrid,,,,,,,,,,,,,,Tropical,Sweet,Tree,Fruit
22467,Dog Walker,Hybrid,,,,,,,,,,,,,,Tropical,Orange,Sweet,
64257,Treasure Island,Hybrid,,,,,,,,,,,,,,Tropical,Pungent,Earthy,
222254,White Afghani,Hybrid,,,,,,,,,,,,,,Tropical,Pepper,Sweet,
8991,Lemon Sour Diesel,Hybrid,,,,,,,,,,,,,,Vanilla,Sweet,Coffee,
5941,Cali Orange,Hybrid,,,,,,,,,,,,,,Woody,Earthy,Pine,
9494,Golden Pineapple,Hybrid,,,,,,,,,,,,,,Woody,Spicy/Herbal,Sweet,
29544,Strawberry Banana,Hybrid,,,,,,,,,,,,,,Woody,Earthy,Grapefruit,
34,Black Cherry Soda,Hybrid,,,,,,,,,,,,,,,,,
35,Blue Berry,Hybrid,,,,,,,,,,,,,,,,,
40,Pineapple Express,Hybrid,,,,,,,,,,,,,,,,,
45,Space Bomb,Hybrid,,,,,,,,,,,,,,,,,
46,The Flav,Hybrid,,,,,,,,,,,,,,,,,
50,Strawberry Sour Diesel,Hybrid,,,,,,,,,,,,,,,,,
61,Holy Grail,Hybrid,,,,,,,,,,,,,,,,,
63,Dutch Treat,Hybrid,,,,,,,,,,,,,,,,,
67,God's Gift,Hybrid,,,,,,,,,,,,,,,,,
69,Purple Fire,Hybrid,,,,,,,,,,,,,,,,,
80,Sour Kush,Hybrid,,,,,,,,,,,,,,,,,
84,Blue Dream,Hybrid,,,,,,,,,,,,,,,,,
88,Pineapple Kush,Hybrid,,,,,,,,,,,,,,,,,
97,White Widow,Hybrid,,,,,,,,,,,,,,,,,
99,Juicy Fruit,Hybrid,,,,,,,,,,,,,,,,,
112,Black,Hybrid,,,,,,,,,,,,,,,,,
119,Burmese Kush,Hybrid,,,,,,,,,,,,,,,,,
128,Bubble Gum,Hybrid,,,,,,,,,,,,,,,,,
136,Jack Herrer,Hybrid,,,,,,,,,,,,,,,,,
142,Sour Lemon OG,Hybrid,,,,,,,,,,,,,,,,,
144,Golden Nugget,Hybrid,,,,,,,,,,,,,,,,,
146,NYC Diesel,Hybrid,,,,,,,,,,,,,,,,,
146,NYC Diesel,Hybrid,,,,,,,,,,,,,,,,,
157,Berkeley Blues,Hybrid,,,,,,,,,,,,,,,,,
170,Frosted Flakes,Hybrid,,,,,,,,,,,,,,,,,
185,Connie Chung,Hybrid,,,,,,,,,,,,,,,,,
187,Hawaiian Dutch Treat,Hybrid,,,,,,,,,,,,,,,,,
290,Cripit,Hybrid,,,,,,,,,,,,,,,,,
295,Purpit,Hybrid,,,,,,,,,,,,,,,,,
298,Sour Blueberry,Hybrid,,,,,,,,,,,,,,,,,
302,Venom,Hybrid,,,,,,,,,,,,,,,,,
344,Tahoe OG Kush,Hybrid,,,,,,,,,,,,,,,,,
345,Head Band,Hybrid,,,,,,,,,,,,,,,,,
351,Fire OG,Hybrid,,,,,,,,,,,,,,,,,
356,Pit Bull,Hybrid,,,,,,,,,,,,,,,,,
357,Platinum GSC,Hybrid,,,,,,,,,,,,,,,,,
359,Kandy Kush,Hybrid,,,,,,,,,,,,,,,,,
376,White Elephant,Hybrid,,,,,,,,,,,,,,,,,
421,Jack Haze,Hybrid,,,,,,,,,,,,,,,,,
422,LA Cheese,Hybrid,,,,,,,,,,,,,,,,,
512,Blue Bubba,Hybrid,,,,,,,,,,,,,,,,,
520,Banana Kush,Hybrid,,,,,,,,,,,,,,,,,
533,Chemmy Jones,Hybrid,,,,,,,,,,,,,,,,,
663,UK Cheese,Hybrid,,,,,,,,,,,,,,,,,
785,3D,Hybrid,,,,,,,,,,,,,,,,,
853,Sasquatch,Hybrid,,,,,,,,,,,,,,,,,
929,Bubblegum,Hybrid,,,,,,,,,,,,,,,,,
939,Grape Stomper,Hybrid,,,,,,,,,,,,,,,,,
940,Grapefruit Diesel,Hybrid,,,,,,,,,,,,,,,,,
942,Lemon Skunk,Hybrid,,,,,,,,,,,,,,,,,
965,Cherry OG,Hybrid,,,,,,,,,,,,,,,,,
1017,Lemon OG,Hybrid,,,,,,,,,,,,,,,,,
1042,Silver Surfer,Hybrid,,,,,,,,,,,,,,,,,
1058,Pineapple Skunk,Hybrid,,,,,,,,,,,,,,,,,
1059,Girl Scout Cookies,Hybrid,,,,,,,,,,,,,,,,,
1064,White Russian,Hybrid,,,,,,,,,,,,,,,,,
1066,Cheddarhead,Hybrid,,,,,,,,,,,,,,,,,
1070,Chemdawg #4,Hybrid,,,,,,,,,,,,,,,,,
1101,The Truth,Hybrid,,,,,,,,,,,,,,,,,
1107,Alien,Hybrid,,,,,,,,,,,,,,,,,
1109,Blue Hash,Hybrid,,,,,,,,,,,,,,,,,
1172,Mango Kush,Hybrid,,,,,,,,,,,,,,,,,
1173,Mean Misty,Hybrid,,,,,,,,,,,,,,,,,
1180,Black Betty,Hybrid,,,,,,,,,,,,,,,,,
1198,Sweet God,Hybrid,,,,,,,,,,,,,,,,,
1222,Girl Scout Cookie,Hybrid,,,,,,,,,,,,,,,,,
1258,AK47,Hybrid,,,,,,,,,,,,,,,,,
1470,Blue Dragon,Hybrid,,,,,,,,,,,,,,,,,
1517,The Purps,Hybrid,,,,,,,,,,,,,,,,,
1658,Bubble Berry,Hybrid,,,,,,,,,,,,,,,,,
1770,Sour Tsunami,Hybrid,,,,,,,,,,,,,,,,,
1901,Kush,Hybrid,,,,,,,,,,,,,,,,,
1907,Frisian Dew,Hybrid,,,,,,,,,,,,,,,,,
1975,Alien Kush,Hybrid,,,,,,,,,,,,,,,,,
1976,Blueberry Haze,Hybrid,,,,,,,,,,,,,,,,,
1976,Blueberry Haze,Hybrid,,,,,,,,,,,,,,,,,
1977,Maui Waui,Sativa,,,,,,,,,,,,,,,,,
1978,Triple Threat,Hybrid,,,,,,,,,,,,,,,,,
2008,Ripped Bubba,Hybrid,,,,,,,,,,,,,,,,,
2139,Black Berry Kush,Indica,,,,,,,,,,,,,,,,,
2215,Black Rose,Hybrid,,,,,,,,,,,,,,,,,
2291,Wonka,Hybrid,,,,,,,,,,,,,,,,,
2321,Cherry Fire,Hybrid,,,,,,,,,,,,,,,,,
2324,OG Ringo,Hybrid,,,,,,,,,,,,,,,,,
2330,Cali Kush,Hybrid,,,,,,,,,,,,,,,,,
2360,Mystery Machine,Hybrid,,,,,,,,,,,,,,,,,
2400,Crippled Rhino,Hybrid,,,,,,,,,,,,,,,,,
2460,Sour Cream,Hybrid,,,,,,,,,,,,,,,,,
2488,Lavender Kush,Hybrid,,,,,,,,,,,,,,,,,
2585,Red Dragon,Hybrid,,,,,,,,,,,,,,,,,
2624,Eve,Hybrid,,,,,,,,,,,,,,,,,
2659,Purple Trainwreck,Hybrid,,,,,,,,,,,,,,,,,
2661,Sweet Island Skunk,Hybrid,,,,,,,,,,,,,,,,,
2744,Purple,Hybrid,,,,,,,,,,,,,,,,,
2755,Snozzberry,Hybrid,,,,,,,,,,,,,,,,,
2788,Blue Dream Haze,Hybrid,,,,,,,,,,,,,,,,,
2808,Blueberry Trainwreck,Hybrid,,,,,,,,,,,,,,,,,
2834,Pineapple Chunk,Hybrid,,,,,,,,,,,,,,,,,
2860,Sour Grape,Hybrid,,,,,,,,,,,,,,,,,
2969,Ultimate Purple,Hybrid,,,,,,,,,,,,,,,,,
2973,Orange,Hybrid,,,,,,,,,,,,,,,,,
2992,Madness,Hybrid,,,,,,,,,,,,,,,,,
3121,Lemon Kush,Hybrid,,,,,,,,,,,,,,,,,
3162,Tijuana,Hybrid,,,,,,,,,,,,,,,,,
3183,Candy Kush,Hybrid,,,,,,,,,,,,,,,,,
3288,Lodi Dodi,Hybrid,,,,,,,,,,,,,,,,,
3515,Cheese Quake,Hybrid,,,,,,,,,,,,,,,,,
3542,The White,Hybrid,,,,,,,,,,,,,,,,,
3589,Purple Arrow,Hybrid,,,,,,,,,,,,,,,,,
3850,Dr. Who,Hybrid,,,,,,,,,,,,,,,,,
3852,Blue Rhino,Hybrid,,,,,,,,,,,,,,,,,
4074,Master Widow,Hybrid,,,,,,,,,,,,,,,,,
4202,Plum,Hybrid,,,,,,,,,,,,,,,,,
4264,Bubble Bomb,Hybrid,,,,,,,,,,,,,,,,,
4280,Blueberry Muffin,Hybrid,,,,,,,,,,,,,,,,,
4293,Melon Gum,Hybrid,,,,,,,,,,,,,,,,,
4305,Sweet Tangerine,Hybrid,,,,,,,,,,,,,,,,,
4318,Strawberry Dream,Hybrid,,,,,,,,,,,,,,,,,
4388,White Dawg,Hybrid,,,,,,,,,,,,,,,,,
4438,Lemon Diesel,Hybrid,,,,,,,,,,,,,,,,,
4592,Sour Secret,Hybrid,,,,,,,,,,,,,,,,,
4699,Diesel,Hybrid,,,,,,,,,,,,,,,,,
4751,Pandora's Box,Sativa,,,,,,,,,,,,,,,,,
4824,Pakistan Valley,Hybrid,,,,,,,,,,,,,,,,,
4864,Orange Crush,Hybrid,,,,,,,,,,,,,,,,,
4864,Orange Crush,Hybrid,,,,,,,,,,,,,,,,,
4870,Tahoe OG,Hybrid,,,,,,,,,,,,,,,,,
4882,Harliquin,Sativa,,,,,,,,,,,,,,,,,
4883,Mendo Afgoo,Hybrid,,,,,,,,,,,,,,,,,
4962,Dark Angel,Hybrid,,,,,,,,,,,,,,,,,
4963,Waikiki Queen,Hybrid,,,,,,,,,,,,,,,,,
4964,White Queen,Hybrid,,,,,,,,,,,,,,,,,
4972,Dragon Lady,Hybrid,,,,,,,,,,,,,,,,,
5034,Sour LSD,Hybrid,,,,,,,,,,,,,,,,,
5160,Holy Grail Kush,Hybrid,,,,,,,,,,,,,,,,,
5172,Oregon Blueberry,Hybrid,,,,,,,,,,,,,,,,,
5230,BC Kush,Hybrid,,,,,,,,,,,,,,,,,
5287,Passionfruit,Hybrid,,,,,,,,,,,,,,,,,
5306,Sin,Hybrid,,,,,,,,,,,,,,,,,
5404,Sapphire Star,Hybrid,,,,,,,,,,,,,,,,,
5675,Pre 98 Bubba Kush,Hybrid,,,,,,,,,,,,,,,,,
5816,Snow White,Hybrid,,,,,,,,,,,,,,,,,
5881,Maple Leaf Indica,Hybrid,,,,,,,,,,,,,,,,,
5991,S.A.G.E.,Hybrid,,,,,,,,,,,,,,,,,
6032,Mail Order Bride,Hybrid,,,,,,,,,,,,,,,,,
6034,Purple Romulan,Hybrid,,,,,,,,,,,,,,,,,
6086,Big Red,Hybrid,,,,,,,,,,,,,,,,,
6105,Critical,Hybrid,,,,,,,,,,,,,,,,,
6109,Apollo 11,Hybrid,,,,,,,,,,,,,,,,,
6112,Chem Dawg,Hybrid,,,,,,,,,,,,,,,,,
6117,Sour Dawg,Hybrid,,,,,,,,,,,,,,,,,
6123,Spirit in the Sky,Hybrid,,,,,,,,,,,,,,,,,
6127,Pina Colada,Hybrid,,,,,,,,,,,,,,,,,
6139,Blue Suede Shoes,Hybrid,,,,,,,,,,,,,,,,,
6248,Green Goddess,Hybrid,,,,,,,,,,,,,,,,,
6269,Elephant Bud,Hybrid,,,,,,,,,,,,,,,,,
6306,Kosher Tangie,Hybrid,,,,,,,,,,,,,,,,,
6442,Terminator Kush,Hybrid,,,,,,,,,,,,,,,,,
6456,PK,,,,,,,,,,,,,,,,,,
6535,Grape Wreck,Hybrid,,,,,,,,,,,,,,,,,
6577,Jew Gold,Hybrid,,,,,,,,,,,,,,,,,
6578,Grape LA,Hybrid,,,,,,,,,,,,,,,,,
6585,Skywalker OG,Hybrid,,,,,,,,,,,,,,,,,
6821,Lemon Wreck,Hybrid,,,,,,,,,,,,,,,,,
6822,White Widow Max,Hybrid,,,,,,,,,,,,,,,,,
6984,Chemdog,Hybrid,,,,,,,,,,,,,,,,,
6992,Diamond Girl,Hybrid,,,,,,,,,,,,,,,,,
6993,El Nino,Hybrid,,,,,,,,,,,,,,,,,
6994,Exodus Cheese,Hybrid,,,,,,,,,,,,,,,,,
7014,Cheese Dog,Hybrid,,,,,,,,,,,,,,,,,
7017,K Train,Hybrid,,,,,,,,,,,,,,,,,
7028,Ladyburn 1974,Hybrid,,,,,,,,,,,,,,,,,
7107,Sour AK,Hybrid,,,,,,,,,,,,,,,,,
7110,G13 Haze,Hybrid,,,,,,,,,,,,,,,,,
7113,Kish,Hybrid,,,,,,,,,,,,,,,,,
7129,Cherry Bomb,Hybrid,,,,,,,,,,,,,,,,,
7136,OGer 99,Hybrid,,,,,,,,,,,,,,,,,
7179,KGB,Hybrid,,,,,,,,,,,,,,,,,
7286,Albert Walker,Hybrid,,,,,,,,,,,,,,,,,
7458,Animal Cookies,Hybrid,,,,,,,,,,,,,,,,,
7506,Stacked Kush,Hybrid,,,,,,,,,,,,,,,,,
7525,AC/DC,Sativa,,,,,,,,,,,,,,,,,
7610,Snowdawg,Hybrid,,,,,,,,,,,,,,,,,
7729,Jackpot,Hybrid,,,,,,,,,,,,,,,,,
7732,Cheesy Dick,Hybrid,,,,,,,,,,,,,,,,,
7735,Master Blaster,Hybrid,,,,,,,,,,,,,,,,,
7924,Medicine Man,Hybrid,,,,,,,,,,,,,,,,,
7949,Berry Sour Creme,Hybrid,,,,,,,,,,,,,,,,,
7972,Inferno Haze,Hybrid,,,,,,,,,,,,,,,,,
8116,White Fire Alien,Hybrid,,,,,,,,,,,,,,,,,
8154,Maui Haze,Hybrid,,,,,,,,,,,,,,,,,
8230,Chem Fire,Hybrid,,,,,,,,,,,,,,,,,
8240,Juggernaut,Hybrid,,,,,,,,,,,,,,,,,
8256,KillerSkunk,Hybrid,,,,,,,,,,,,,,,,,
8272,Mandala #1,Hybrid,,,,,,,,,,,,,,,,,
8293,Blue Widow,Hybrid,,,,,,,,,,,,,,,,,
8317,Early Skunk,Hybrid,,,,,,,,,,,,,,,,,
8350,Skunk Haze,Hybrid,,,,,,,,,,,,,,,,,
8367,Sour Pineapple,Hybrid,,,,,,,,,,,,,,,,,
8370,Super Sour Skunk,Hybrid,,,,,,,,,,,,,,,,,
8371,Thin Mint,Hybrid,,,,,,,,,,,,,,,,,
8734,Kaia Kush,Hybrid,,,,,,,,,,,,,,,,,
8737,Loud Scout,Hybrid,,,,,,,,,,,,,,,,,
8746,Mendocino Purps,Hybrid,,,,,,,,,,,,,,,,,
8765,Ice Cream,Hybrid,,,,,,,,,,,,,,,,,
8782,Sweet Skunk Auto,Hybrid,,,,,,,,,,,,,,,,,
8803,Lemon Bomb,Hybrid,,,,,,,,,,,,,,,,,
8864,Blue Diesel,Hybrid,,,,,,,,,,,,,,,,,
8872,CBD Yummy,Hybrid,,,,,,,,,,,,,,,,,
8877,Silver Bubble,Hybrid,,,,,,,,,,,,,,,,,
8977,Special K,Hybrid,,,,,,,,,,,,,,,,,
9044,DeadHead OG,Hybrid,,,,,,,,,,,,,,,,,
9126,California Orange,Hybrid,,,,,,,,,,,,,,,,,
9223,Grape,Hybrid,,,,,,,,,,,,,,,,,
9249,Hollands Hope,Hybrid,,,,,,,,,,,,,,,,,
9415,Garlic Breath,Hybrid,,,,,,,,,,,,,,,,,
9435,B.C. Kush,Hybrid,,,,,,,,,,,,,,,,,
9443,Sour Lemon Haze,Hybrid,,,,,,,,,,,,,,,,,
9521,Blue Russian,Hybrid,,,,,,,,,,,,,,,,,
9527,Jilly Bean,Hybrid,,,,,,,,,,,,,,,,,
9745,Grand Daddy Urkle,Hybrid,,,,,,,,,,,,,,,,,
9750,AMS,Hybrid,,,,,,,,,,,,,,,,,
9893,Atomic Northern Lights,Hybrid,,,,,,,,,,,,,,,,,
9940,Purple Sour Diesel,,,,,,,,,,,,,,,,,,
9995,Thai Stick,Hybrid,,,,,,,,,,,,,,,,,
10156,Super Lemon OG,Hybrid,,,,,,,,,,,,,,,,,
10243,White Super Skunk,Hybrid,,,,,,,,,,,,,,,,,
10445,Grendel,Hybrid,,,,,,,,,,,,,,,,,
10516,Heavy Duty Fruity,Hybrid,,,,,,,,,,,,,,,,,
10627,Green Ribbon,Hybrid,,,,,,,,,,,,,,,,,
10634,Sour Chiesel,Hybrid,,,,,,,,,,,,,,,,,
10659,Qrazy Train,Hybrid,,,,,,,,,,,,,,,,,
10662,Wonder Woman,Hybrid,,,,,,,,,,,,,,,,,
10663,Betsy,Hybrid,,,,,,,,,,,,,,,,,
10667,Durban,Hybrid,,,,,,,,,,,,,,,,,
10673,Petroleum Nightmare,Hybrid,,,,,,,,,,,,,,,,,
10718,Sweet Skunk,Hybrid,,,,,,,,,,,,,,,,,
10835,Micky Kush,Hybrid,,,,,,,,,,,,,,,,,
10860,Blueberry Cheesecake,Hybrid,,,,,,,,,,,,,,,,,
10866,Fire Alien Kush,Hybrid,,,,,,,,,,,,,,,,,
10931,Black Jack,Hybrid,,,,,,,,,,,,,,,,,
10954,White Domina,Hybrid,,,,,,,,,,,,,,,,,
11056,Sour D,Sativa,,,,,,,,,,,,,,,,,
11075,Cherry Cookies,Hybrid,,,,,,,,,,,,,,,,,
11082,Black Berry,Hybrid,,,,,,,,,,,,,,,,,
11086,Cash,Hybrid,,,,,,,,,,,,,,,,,
11108,Fruity Pebbles,Hybrid,,,,,,,,,,,,,,,,,
11141,Afghan Diesel,Hybrid,,,,,,,,,,,,,,,,,
11162,Royal Kush,Hybrid,,,,,,,,,,,,,,,,,
11457,OG,Hybrid,,,,,,,,,,,,,,,,,
11482,Golden Goat,Hybrid,,,,,,,,,,,,,,,,,
11536,SFV OG,Hybrid,,,,,,,,,,,,,,,,,
11838,Grape OG,Hybrid,,,,,,,,,,,,,,,,,
11856,White Urkle,Hybrid,,,,,,,,,,,,,,,,,
12039,Big Buddha Cheese,Hybrid,,,,,,,,,,,,,,,,,
12168,Chem Jones,Hybrid,,,,,,,,,,,,,,,,,
12605,Thick Wicket,Hybrid,,,,,,,,,,,,,,,,,
12675,White Fire,Hybrid,,,,,,,,,,,,,,,,,
12856,White Alien,Hybrid,,,,,,,,,,,,,,,,,
13107,Sweet OG,Hybrid,,,,,,,,,,,,,,,,,
13174,California Dream,Hybrid,,,,,,,,,,,,,,,,,
13175,GDP,Indica,,,,,,,,,,,,,,,,,
13320,Alien Rock Candy,Hybrid,,,,,,,,,,,,,,,,,
13461,Platinum Cookies,Hybrid,,,,,,,,,,,,,,,,,
13630,Grandaddy Purple,Indica,,,,,,,,,,,,,,,,,
13700,Lemon Pledge,Hybrid,,,,,,,,,,,,,,,,,
13833,Jedi,Hybrid,,,,,,,,,,,,,,,,,
13938,Chocolope Kush,Hybrid,,,,,,,,,,,,,,,,,
13993,Unknown,Hybrid,,,,,,,,,,,,,,,,,
14022,Licorice Kush,Hybrid,,,,,,,,,,,,,,,,,
14084,Sour Berry,Hybrid,,,,,,,,,,,,,,,,,
14102,Strawberry Diesel,Hybrid,,,,,,,,,,,,,,,,,
14475,Blue Frost,Hybrid,,,,,,,,,,,,,,,,,
14485,Earth OG,Hybrid,,,,,,,,,,,,,,,,,
14498,Dream Queen,Hybrid,,,,,,,,,,,,,,,,,
14590,Blue Cinex,Hybrid,,,,,,,,,,,,,,,,,
14693,Bright Moments,Hybrid,,,,,,,,,,,,,,,,,
14700,Power Skunk,Hybrid,,,,,,,,,,,,,,,,,
14708,White Master,Hybrid,,,,,,,,,,,,,,,,,
14740,Alien OG,Hybrid,,,,,,,,,,,,,,,,,
14749,CBD Skunk Haze,Hybrid,,,,,,,,,,,,,,,,,
14751,Martian Kush,Hybrid,,,,,,,,,,,,,,,,,
14755,Sour Star,Hybrid,,,,,,,,,,,,,,,,,
15116,Upgrade,Hybrid,,,,,,,,,,,,,,,,,
15266,Cherry AK-47,Hybrid,,,,,,,,,,,,,,,,,
15271,Fire Alien Romulan,Hybrid,,,,,,,,,,,,,,,,,
15288,Pink Pez,Hybrid,,,,,,,,,,,,,,,,,
15444,American Beauty,Hybrid,,,,,,,,,,,,,,,,,
15450,Kimbo Kush,Hybrid,,,,,,,,,,,,,,,,,
15591,Golden Triangle,Hybrid,,,,,,,,,,,,,,,,,
15992,Very Berry,Hybrid,,,,,,,,,,,,,,,,,
16041,Gasmask,Hybrid,,,,,,,,,,,,,,,,,
16042,Bruce Banner,Hybrid,,,,,,,,,,,,,,,,,
16085,Berry Bomb,Hybrid,,,,,,,,,,,,,,,,,
16093,Orange Spice,Hybrid,,,,,,,,,,,,,,,,,
16255,3 Kings,Hybrid,,,,,,,,,,,,,,,,,
16396,Gorilla Glue #4,Hybrid,,,,,,,,,,,,,,,,,
16695,Sherbert,Hybrid,,,,,,,,,,,,,,,,,
16947,Cookie Wreck,Hybrid,,,,,,,,,,,,,,,,,
17063,Cherry Train Wreck,Hybrid,,,,,,,,,,,,,,,,,
17218,Yeti,Hybrid,,,,,,,,,,,,,,,,,
17289,Mental Floss,Hybrid,,,,,,,,,,,,,,,,,
17290,Platinum OG Kush,Hybrid,,,,,,,,,,,,,,,,,
17320,Miss Bliss,Hybrid,,,,,,,,,,,,,,,,,
17322,Romulan Haze,Hybrid,,,,,,,,,,,,,,,,,
