id,status,sort,name,test_id,slug,image,description,type,crosses,breeder,effects,ailment,flavor,location,terpenes,thc,thca,thcv,cbd,cbda,cbdv,cbn,cbg,cbgm,cbgv,cbc,cbcv,cbv,cbe,cbt,cbl,effects_1,effects_2,effects_3,effects_4,effects_5,effects_6,effects_7,effects_8,ailment_1,ailment_2,ailment_3,ailment_4,ailment_5,flavor_1,flavor_2,flavor_3,flavor_4
305,1,0,Pre 98 Bubba Kush,5675,NULL,NULL,NULL,Hybrid,0,Unknown Breeder,#N/A,,#N/A,"Upland, CA",NULL,1300,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,#N/A,,,
8806,2,0,CheeseWreck,5715,NULL,NULL,NULL,Hybrid,NULL,Seedism,"Happy,Relaxed,Uplifted,Creative,Euphoric",,"Sweet,Pungent,Citrus",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Happy,Relaxed,Uplifted,Creative,Euphoric,,,,,,,,,Sweet,Pungent,Citrus,
2120,2,0,Sugar Black Rose,5744,NULL,NULL,NULL,Hybrid,NULL,Delicious Seeds,"Relaxed, Happy, Euphoric, Uplifted, Sleepy, Dry Mouth, Anxious","Stress, Insomnia, Muscle Spasms, Lack of Appetite","Sweet, Rose, Earthy",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Happy, Euphoric, Uplifted, Sleepy, Dry Mouth, Anxious,,Stress, Insomnia, Muscle Spasms, Lack of Appetite,,Sweet, Rose, Earthy,
1527,2,0,Jock Horror,5782,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,"Euphoric, Happy, Creative, Hungry, Relaxed, Dry Mouth, Anxious","Depression, Stress, Lack of Appetite, Insomnia","Sweet, Berry, Earthy",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Euphoric, Happy, Creative, Hungry, Relaxed, Dry Mouth, Anxious,,Depression, Stress, Lack of Appetite, Insomnia,,Sweet, Berry, Earthy,
7809,2,0,Snow White,5816,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
535,1,0,Brainwreck,5825,NULL,NULL,NULL,Hybrid,"414, 436",Stallion Genetics,"Creative,Focused,Uplifted,Happy,Euphoric",,"Earthy,Pungent,Woody",NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Creative,Focused,Uplifted,Happy,Euphoric,,,,,,,,,Earthy,Pungent,Woody,
1493,2,0,Galactic Jack,5880,NULL,NULL,NULL,Hybrid,NULL,TGA Seeds,"Energetic, Focused, Happy, Uplifted, Euphoric, Dry Mouth, Anxious","Depression, Stress, Pain","Citrus, Sweet",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Energetic, Focused, Happy, Uplifted, Euphoric, Dry Mouth, Anxious,,Depression, Stress, Pain,,,Citrus, Sweet,,
244,1,0,Maple Leaf Indica,5881,NULL,NULL,NULL,Hybrid,0,Sensi Seeds,#N/A,,#N/A,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,#N/A,,,
7295,2,0,Marionberry Kush,5884,NULL,NULL,NULL,Hybrid,NULL,TGA Seeds,#N/A,,"Earthy,Sweet,Woody",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,Earthy,Sweet,Woody,
1256,2,0,Pennywise,5885,NULL,NULL,NULL,Hybrid,NULL,TGA Seeds,"Relaxed, Happy, Sleepy, Uplifted, Euphoric, Dry Mouth, Anxious, Paranoid","Stress, Pain, Depression, Insomnia, Inflammation",Earthy,"El Cajon, CA",NULL,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Happy, Sleepy, Uplifted, Euphoric, Dry Mouth, Anxious, Paranoid,Stress, Pain, Depression, Insomnia, Inflammation,Earthy,,,
2173,2,0,WSU,5921,NULL,NULL,NULL,Indica,NULL,NULL,"Relaxed, Euphoric, Hungry, Happy, Talkative, Dry Mouth","Pain, Stress, Depression, Insomnia, Lack of Appetite","Pine, Earthy, Berry",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Euphoric, Hungry, Happy, Talkative, Dry Mouth,,,Pain, Stress, Depression, Insomnia, Lack of Appetite,Pine, Earthy, Berry,
1727,2,0,American Kush,5930,NULL,NULL,NULL,Hybrid,NULL,Alpha Kronik Genes,"Relaxed, Happy, Tingly, Sleepy, Uplifted, Dry Mouth, Anxious","Pain, Muscle Spasms, Stress, Insomnia","Sweet, Lemon, Lime",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Happy, Tingly, Sleepy, Uplifted, Dry Mouth, Anxious,,Pain, Muscle Spasms, Stress, Insomnia,,Sweet, Lemon, Lime,
9012,2,0,Cali Orange,5941,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,"Woody,Earthy,Pine",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,Woody,Earthy,Pine,
2039,2,0,Pre-98 Bubba Kush,5974,NULL,NULL,NULL,Indica,NULL,NULL,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Anxious","Pain, Stress, Insomnia, Inflammation, Lack of Appetite","Earthy, Coffee, Pine",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Anxious,,Pain, Stress, Insomnia, Inflammation, Lack of Appetite,Earthy, Coffee, Pine,
400,1,0,Sweet Tooth,5985,NULL,NULL,NULL,Hybrid,0,Spice of Life Seeds,"Relaxed, Happy, Euphoric, Uplifted, Tingly, Dry Mouth, Paranoid","Stress, Pain, Insomnia, Depression, Lack of Appetite","Sweet, Berry",NULL,NULL,127,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed, Happy, Euphoric, Uplifted, Tingly, Dry Mouth, Paranoid,,Stress, Pain, Insomnia, Depression, Lack of Appetite,Sweet, Berry,,
310,1,0,Purple Afghani,5990,NULL,NULL,NULL,Hybrid,0,BC Bud Depot,"Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Anxious","Stress, Pain, Insomnia, Depression","Sweet, Grape",NULL,NULL,116,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Anxious,,Stress, Pain, Insomnia, Depression,,Sweet, Grape,,
7467,2,0,S.A.G.E.,5991,NULL,NULL,NULL,Hybrid,NULL,T.H.Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
3246,2,0,Mail Order Bride,6032,NULL,NULL,NULL,Hybrid,NULL,Iron Fist Genetics,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1253,2,0,Purple Romulan,6034,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,"Richmond, CA",NULL,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
114,1,0,DJ Short Blueberry,6068,NULL,NULL,NULL,Indica,0,DJ Short,"Relaxed, Happy, Euphoric, Uplifted, Creative, Dry Mouth, Anxious","Stress, Insomnia, Pain, Depression, Lack of Appetite","Blueberry, Sweet, Berry",NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed, Happy, Euphoric, Uplifted, Creative, Dry Mouth, Anxious,,Stress, Insomnia, Pain, Depression, Lack of Appetite,Blueberry, Sweet, Berry,
2683,2,0,Big Red,6086,NULL,NULL,NULL,Hybrid,NULL,Seedism,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
6876,2,0,Critical,6105,NULL,NULL,NULL,Hybrid,NULL,Royal Queen,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
26,1,0,Apollo 11,6109,NULL,NULL,NULL,Hybrid,0,Brothers Grimm Marijuana Seed Bank,#N/A,,#N/A,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,#N/A,,,
908,2,0,Chem Dawg,6112,NULL,NULL,NULL,Hybrid,NULL,Dope Lbs.,#N/A,,#N/A,"Los Angeles, CA",NULL,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
468,1,0,Sour Dawg,6117,NULL,NULL,NULL,Hybrid,"469, 378",Top Dawg Seeds,#N/A,,#N/A,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,#N/A,,,
333,1,0,Purple Wreck,6118,NULL,NULL,NULL,Hybrid,0,Reserva Privada,"Relaxed, Sleepy, Happy, Uplifted, Dry Mouth, Paranoid, Anxious","Stress, Pain, Depression, Inflammation","Grape, Sweet, Berry",NULL,NULL,127,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed, Sleepy, Happy, Uplifted, Dry Mouth, Paranoid, Anxious,,Stress, Pain, Depression, Inflammation,,Grape, Sweet, Berry,
99,1,0,Chocolate Kush,6120,NULL,NULL,NULL,Hybrid,0,DNA Genetics,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid","Stress, Pain, Insomnia, Lack of Appetite","Earthy, Coffee, Sweet",NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid,,Stress, Pain, Insomnia, Lack of Appetite,,Earthy, Coffee, Sweet,
6767,2,0,Spirit in the Sky,6123,NULL,NULL,NULL,Hybrid,NULL,Exotic Genetix,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
307,1,0,Pure Kush,6125,NULL,NULL,NULL,Indica,0,Uprising Seed Co.,"Relaxed, Sleepy, Euphoric, Happy, Hungry, Dry Mouth, Paranoid","Pain, Insomnia, Stress, Nausea","Earthy, Skunk",", CA",NULL,1900,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed, Sleepy, Euphoric, Happy, Hungry, Dry Mouth, Paranoid,,Pain, Insomnia, Stress, Nausea,,Earthy, Skunk,,
6061,2,0,Pina Colada,6127,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
5794,2,0,Blue Suede Shoes,6139,NULL,NULL,NULL,Hybrid,NULL,Bay Exclusives,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
692,1,0,Green Goddess,6248,NULL,NULL,NULL,Hybrid,,GN03,#N/A,,#N/A,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,#N/A,,,
5192,2,0,Elephant Bud,6269,NULL,NULL,NULL,Hybrid,NULL,BC Seed Company,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
438,1,0,XJ-13,6285,NULL,NULL,NULL,Hybrid,0,Unknown Breeder,"Happy,Euphoric,Relaxed,Uplifted,Creative",,#N/A,"Richmond, CA",NULL,1600,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Happy,Euphoric,Relaxed,Uplifted,Creative,,,,,,,,,#N/A,,,
7181,2,0,Kosher Tangie,6306,NULL,NULL,NULL,Hybrid,NULL,DNA Genetics,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
2154,2,0,Violator Kush,6439,NULL,NULL,NULL,Indica,NULL,NULL,"Relaxed, Sleepy, Euphoric, Happy, Focused, Dry Mouth, Paranoid, Anxious","Depression, Stress, Insomnia, Pain",Earthy,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Sleepy, Euphoric, Happy, Focused, Dry Mouth, Paranoid, Anxious,Depression, Stress, Insomnia, Pain,,Earthy,,,
9508,2,0,Terminator Kush,6442,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1093,2,0,PK,6456,NULL,NULL,NULL,,NULL,Steve C.,#N/A,,#N/A,"Palmdale, CA",NULL,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1880,2,0,G13,6533,NULL,NULL,NULL,Indica,NULL,NULL,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious","Stress, Pain, Depression, Insomnia, Inflammation","Earthy, Sweet",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious,,Stress, Pain, Depression, Insomnia, Inflammation,Earthy, Sweet,,
6719,2,0,Grape Wreck,6535,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
5673,2,0,Jew Gold,6577,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
5663,2,0,Grape LA,6578,NULL,NULL,NULL,Hybrid,NULL,DNA Genetics,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
371,1,0,Skywalker OG,6585,NULL,NULL,NULL,Hybrid,0,Unknown Breeder,#N/A,,#N/A,"Lake Forest, CA",NULL,1700,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,#N/A,,,
84,1,0,Cannalope Haze,6600,NULL,NULL,NULL,Hybrid,0,DNA Genetics,"Happy, Relaxed, Focused, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious","Depression, Stress, Pain, Nausea","Sweet, Lime",NULL,NULL,127,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Happy, Relaxed, Focused, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious,Depression, Stress, Pain, Nausea,,Sweet, Lime,,
554,1,0,Cannalope Haze,6600,NULL,NULL,NULL,Hybrid,"174, 257",DNA Genetics,"Happy, Relaxed, Focused, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious","Depression, Stress, Pain, Nausea","Sweet, Lime",NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Happy, Relaxed, Focused, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious,Depression, Stress, Pain, Nausea,,Sweet, Lime,,
1320,2,0,Tangerine,6611,NULL,NULL,NULL,Hybrid,NULL,Juan Moore,"Happy,Uplifted,Energetic,Relaxed,Creative",,#N/A,"Richmond, CA",NULL,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Happy,Uplifted,Energetic,Relaxed,Creative,,,,,,,,,#N/A,,,
395,1,0,Super Sour Diesel,6615,NULL,NULL,NULL,Hybrid,0,The King Klone Brand,"Euphoric, Uplifted, Energetic, Happy, Creative, Dry Mouth, Anxious, Paranoid","Stress, Depression, Pain","Earthy, Sweet",NULL,NULL,127,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Euphoric, Uplifted, Energetic, Happy, Creative, Dry Mouth, Anxious, Paranoid,Stress, Depression, Pain,,,Earthy, Sweet,,
9422,2,0,Blue Venom,6622,NULL,NULL,NULL,Hybrid,NULL,G13 Labs,#N/A,,"Earthy,Pine,Lemon",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,Earthy,Pine,Lemon,
1886,2,0,Gigabud,6639,NULL,NULL,NULL,Hybrid,NULL,G13 Labs,"Hungry, Relaxed, Sleepy, Happy, Focused, Dry Mouth, Anxious","Pain, Stress, Lack of Appetite, Insomnia, Nausea","Sweet, Pine",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hungry, Relaxed, Sleepy, Happy, Focused, Dry Mouth, Anxious,,Pain, Stress, Lack of Appetite, Insomnia, Nausea,Sweet, Pine,,
1523,2,0,Jamaican Dream,6640,NULL,NULL,NULL,Hybrid,NULL,Eva Female Seeds,"Happy, Euphoric, Uplifted, Relaxed, Talkative, Dry Mouth, Paranoid","Stress, Depression, Nausea, Muscle Spasms, Pain","Earthy, Lime",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Happy, Euphoric, Uplifted, Relaxed, Talkative, Dry Mouth, Paranoid,,Stress, Depression, Nausea, Muscle Spasms, Pain,Earthy, Lime,,
839,1,0,Mr. Nice,6698,NULL,NULL,NULL,Hybrid,,Sensi Seeds,"Relaxed, Happy, Hungry, Sleepy, Dry Mouth, Anxious","Stress, Pain, Depression, Insomnia","Sweet, Earthy",NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed, Happy, Hungry, Sleepy, Dry Mouth, Anxious,,,Stress, Pain, Depression, Insomnia,,Sweet, Earthy,,
6605,2,0,Lemon Wreck,6821,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
8326,2,0,White Widow Max,6822,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
11,1,0,Afghooey,6823,NULL,NULL,NULL,Indica,0,,"Uplifted, Sleepy, Euphoric, Relaxed, Talkative, Dry Mouth, Paranoid","Pain, Stress, Insomnia, Depression, Muscle Spasms","Earthy, Sweet",NULL,NULL,127,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Uplifted, Sleepy, Euphoric, Relaxed, Talkative, Dry Mouth, Paranoid,,Pain, Stress, Insomnia, Depression, Muscle Spasms,Earthy, Sweet,,
1814,2,0,Cookie Monster,6831,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,"Relaxed, Euphoric, Happy, Sleepy, Dry Mouth, Anxious","Stress, Pain, Insomnia, Lack of Appetite, Muscle Spasms",Grape,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Euphoric, Happy, Sleepy, Dry Mouth, Anxious,,,Stress, Pain, Insomnia, Lack of Appetite, Muscle Spasms,Grape,,,
2130,2,0,Sweet Baby Jane,6832,NULL,NULL,NULL,Indica,NULL,NULL,"Relaxed, Happy, Sleepy, Tingly, Dry Mouth","Muscle Spasms, Stress, Pain, Inflammation, Insomnia","Citrus, Sweet",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Happy, Sleepy, Tingly, Dry Mouth,,,,Muscle Spasms, Stress, Pain, Inflammation, Insomnia,Citrus, Sweet,,
108,1,0,Dairy Queen,6848,NULL,NULL,NULL,Hybrid,0,TGA Seeds,#N/A,,"Earthy,Diesel,Citrus",NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,Earthy,Diesel,Citrus,
2129,2,0,Sweet and Sour Widow,6856,NULL,NULL,NULL,Indica,NULL,NULL,"Relaxed, Happy, Uplifted, Euphoric, Tingly, Dry Mouth, Paranoid","Pain, Stress, Depression, Insomnia","Earthy, Sweet",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Happy, Uplifted, Euphoric, Tingly, Dry Mouth, Paranoid,,Pain, Stress, Depression, Insomnia,,Earthy, Sweet,,
122,1,0,Early Girl,6866,NULL,NULL,NULL,Indica,0,,"Relaxed, Happy, Uplifted, Euphoric, Hungry, Dry Mouth, Anxious, Paranoid","Stress, Pain, Depression, Muscle Spasms, Lack of Appetite","Citrus, Earthy, Sweet",NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed, Happy, Uplifted, Euphoric, Hungry, Dry Mouth, Anxious, Paranoid,Stress, Pain, Depression, Muscle Spasms, Lack of Appetite,Citrus, Earthy, Sweet,
2006,2,0,Nuken,6875,NULL,NULL,NULL,Hybrid,NULL,Vancouver Seed Bank,"Relaxed, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid","Depression, Lack of Appetite, Pain","Citrus, Earthy",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid,,,Depression, Lack of Appetite, Pain,,,Citrus, Earthy,,
1532,2,0,Kilimanjaro,6939,NULL,NULL,NULL,Sativa,NULL,NULL,"Energetic, Happy, Talkative, Creative, Uplifted, Dry Mouth, Paranoid, Anxious","Depression, Stress, Pain, Muscle Spasms","Earthy, Pine",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Energetic, Happy, Talkative, Creative, Uplifted, Dry Mouth, Paranoid, Anxious,Depression, Stress, Pain, Muscle Spasms,,Earthy, Pine,,
1697,2,0,Wild Thailand,6941,NULL,NULL,NULL,Hybrid,NULL,World Of Seeds Bank,"Horny, Euphoric, Talkative, Creative, Energetic, Dry Mouth, Anxious","Depression, Pain, Stress","Sweet, Berry",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Horny, Euphoric, Talkative, Creative, Energetic, Dry Mouth, Anxious,,Depression, Pain, Stress,,,Sweet, Berry,,
1233,2,0,Chemdog,6984,NULL,NULL,NULL,Hybrid,NULL,Greenway Patient Association,#N/A,,#N/A,"Torrance, CA",NULL,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
6820,2,0,Diamond Girl,6992,NULL,NULL,NULL,Hybrid,NULL,Green House Seed Co.,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
127,1,0,El Nino,6993,NULL,NULL,NULL,Hybrid,0,Green House Seed Co.,#N/A,,#N/A,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,#N/A,,,
129,1,0,Exodus Cheese,6994,NULL,NULL,NULL,Hybrid,0,Green House Seed Co.,#N/A,,#N/A,"San Juan Capistrano, CA",NULL,500,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,#N/A,,,
689,1,0,Great White Shark,6999,NULL,NULL,NULL,Sativa,,Green House,"Relaxed, Happy, Uplifted, Euphoric, Energetic, Dry Mouth, Anxious","Stress, Pain, Depression","Earthy, Citrus",NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed, Happy, Uplifted, Euphoric, Energetic, Dry Mouth, Anxious,,Stress, Pain, Depression,,,Earthy, Citrus,,
708,1,0,Haze Mist,7004,NULL,NULL,NULL,Hybrid,,Flying Dutchmen Seed Company,"Energetic, Focused, Happy, Hungry","Nausea, Stress",,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Energetic, Focused, Happy, Hungry,,,,,Nausea, Stress,,,,,,,
7232,2,0,Cheese Dog,7014,NULL,NULL,NULL,Hybrid,NULL,Connoisseur Genetics,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
201,1,0,K Train,7017,NULL,NULL,NULL,Hybrid,0,Woodhorse,#N/A,,#N/A,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,#N/A,,,
6960,2,0,Kalashnikova,7019,NULL,NULL,NULL,Hybrid,NULL,Green House Seed Co.,"Relaxed,Happy,Energetic,Hungry,Sleepy",,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed,Happy,Energetic,Hungry,Sleepy,,,,,,,,,#N/A,,,
6735,2,0,Ladyburn 1974,7028,NULL,NULL,NULL,Hybrid,NULL,Green House Seed Co.,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
6050,2,0,Super Critical,7036,NULL,NULL,NULL,Hybrid,NULL,Green House Seed Co.,#N/A,,"Sage,Pungent,Diesel",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,Sage,Pungent,Diesel,
616,1,0,The Doctor,7052,NULL,NULL,NULL,Hybrid,,Green House Seed Co.,"Relaxed, Euphoric, Happy, Sleepy, Dry Mouth, Anxious","Insomnia, Pain, Stress, Inflammation, Depression","Earthy, Citrus",NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed, Euphoric, Happy, Sleepy, Dry Mouth, Anxious,,,Insomnia, Pain, Stress, Inflammation, Depression,Earthy, Citrus,,
