test_id,test_strain,type,ailment_1,ailment_2,ailment_3,ailment_4,ailment_5,effects_1,effects_2,effects_3,effects_4,effects_5,effects_6,effects_7,effects_8,flavor_1,flavor_2,flavor_3,ailment_count,effects_count,flavor_count
64899,Dutch Dragon,Hybrid,Depression, Inflammation, Stress, Pain,None,Euphoric, Creative, Relaxed, Focused, Happy, Anxious, Paranoid,None,Citrus, Sweet,None,4,7,2
65036,Purple Power,Hybrid,Lack of Appetite, Stress, Depression,None,None,Happy, Relaxed, Uplifted, Talkative, Energetic, Dry Mouth,None,None,Earthy, Sweet,None,3,6,2
66062,Purple Widow,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Citrus,Lemon,Grapefruit,0,0,3
66103,Sugar Mama,Indica,Stress, Depression, Pain, Insomnia,None,Euphoric, Relaxed, Happy, Uplifted, Horny, Dry Mouth,None,None,Sweet, Citrus,None,4,6,2
66585,Stone Free,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Honey,Pungent,0,0,3
67065,Cambodian,Sativa,None,None,None,None,None,Energetic, Talkative, Happy, Relaxed, Uplifted,None,None,None,Earthy,None,None,0,5,1
68297,Purple Goo,Hybrid,Stress, Pain, Depression,None,None,Relaxed, Euphoric, Happy, Talkative, Hungry, Dry Mouth, Paranoid,None,Lavender, Pine,None,3,7,2
68452,Vanilluna,Hybrid,None,None,None,None,None,Sleepy,Happy,Relaxed,None,None,None,None,None,None,None,None,0,3,0
68538,Sunshine Daydream,Hybrid,Inflammation, Pain, Depression, Nausea, Insomnia,Relaxed, Euphoric, Happy, Hungry, Uplifted, Dry Mouth, Anxious,None,Sweet, Citrus, Blueberry,5,7,3
68629,The One,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Diesel,Earthy,Citrus,0,0,3
68705,Raspberry Cough,Hybrid,Stress, Depression, Pain, Nausea,None,Happy, Uplifted, Focused, Euphoric, Relaxed, Dry Mouth, Anxious,None,Berry, Sweet, Earthy,4,7,3
68729,Sugar Kush,Hybrid,Insomnia, Stress, Lack of Appetite, Pain,None,Relaxed, Sleepy, Hungry, Happy, Tingly, Dry Mouth,None,None,Sweet, Earthy,None,4,6,2
69016,Blue Blood,Hybrid,Stress, Inflammation, Muscle Spasms, Pain, Depression,Relaxed, Euphoric, Sleepy, Creative, Happy, Dry Mouth,None,None,Blueberry, Earthy, Sweet,5,6,3
69290,5th Element,Hybrid,Pain, Stress, Depression, Lack of Appetite,None,Relaxed, Happy, Euphoric, Creative, Tingly,None,None,None,Earthy, Sweet,None,4,5,2
69708,StarBud,Hybrid,Insomnia, Stress, Pain, Lack of Appetite, Muscle Spasms,Relaxed, Euphoric, Happy, Sleepy, Hungry, Dry Mouth, Anxious,None,Earthy,None,None,5,7,1
69780,Incredible Hulk,Sativa,Pain, Lack of Appetite, Insomnia, Stress, Depression,Happy, Uplifted, Focused, Euphoric, Creative, Dry Mouth, Paranoid,None,Sweet, Earthy, Citrus,5,7,3
69972,Malawi,Sativa,Stress, Depression, Nausea,None,None,Energetic, Focused, Uplifted, Relaxed, Happy, Dry Mouth, Paranoid, Anxious,Earthy,None,None,3,8,1
70329,Blueberry Blast,Hybrid,Depression, Stress, Pain, Lack of Appetite,None,Happy, Relaxed, Euphoric, Uplifted, Energetic, Dry Mouth, Paranoid,None,Blueberry, Berry, Sweet,4,7,3
70981,White Durban,Sativa,Stress, Depression, Pain,None,None,Energetic, Focused, Creative, Uplifted, Euphoric, Paranoid, Dry Mouth, Anxious,Earthy,None,None,3,8,1
71040,White Dragon,Hybrid,Pain, Stress, Insomnia, Depression,None,Relaxed, Happy, Talkative, Hungry, Euphoric, Dry Mouth, Paranoid, Anxious,Earthy, Sweet,None,4,8,2
71778,P-91,Hybrid,None,None,None,None,None,Euphoric,Happy,Relaxed,Creative,Energetic,None,None,None,None,None,None,0,5,0
71934,Sin City Kush,Hybrid,Insomnia, Stress, Depression, Muscle Spasms,None,Euphoric, Relaxed, Uplifted, Happy, Dry Mouth, Paranoid,None,None,Grape, Pine,None,4,6,2
72002,Blackwater,Indica,Pain, Stress, Depression, Insomnia, Lack of Appetite,Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid,None,Berry, Earthy,None,5,7,2
72100,Apollo 13,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Citrus,Lemon,0,0,3
72243,Brazil Amazonia,Hybrid,Depression, Stress,None,None,None,Relaxed, Uplifted, Euphoric, Focused, Happy,None,None,None,Berry, Earthy,None,2,5,2
72248,Sour Bubba,Hybrid,Stress, Insomnia, Pain, Depression,None,Happy, Euphoric, Uplifted, Energetic, Talkative, Dry Mouth,None,None,Pine,None,None,4,6,1
72959,Pineapple OG,Hybrid,Pain, Depression, Stress, Inflammation,None,Happy, Euphoric, Relaxed, Focused, Uplifted, Dry Mouth, Anxious,None,Pineapple, Lemon, Earthy,4,7,3
73155,Green Poison,Hybrid,Stress, Lack of Appetite, Muscle Spasms, Insomnia, Pain,Relaxed, Happy, Hungry, Euphoric, Sleepy, Dry Mouth, Paranoid,None,Sweet, Citrus,None,5,7,2
73924,Big Wreck,Hybrid,Stress, Insomnia, Depression, Lack of Appetite, Muscle Spasms,Euphoric, Relaxed, Uplifted, Tingly, Happy, Dry Mouth, Paranoid,None,Earthy,None,None,5,7,1
74380,Pineapple Fields,Hybrid,Inflammation, Stress, Pain,None,None,Happy, Relaxed, Uplifted, Creative, Euphoric, Dry Mouth, Paranoid, Anxious,Sweet, Pineapple, Citrus,3,8,3
74607,Lee Roy,Hybrid,Pain, Depression, Stress, Insomnia,None,Relaxed, Sleepy, Happy, Euphoric, Creative, Dry Mouth, Paranoid,None,Lime, Earthy,None,4,7,2
75728,Space Dawg,Indica,Pain, Nausea, Stress, Muscle Spasms,None,Relaxed, Euphoric, Uplifted, Talkative, Dry Mouth, Anxious,None,None,Sweet, Earthy, Berry,4,6,3
75875,Berry Wreck,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,1
76231,G Force,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Pine,Pungent,Woody,0,0,3
76513,Critical Kali Mist,Sativa,Depression, Stress, Muscle Spasms,None,None,Creative, Focused, Uplifted, Happy, Euphoric, Paranoid, Dry Mouth,None,Pine, Sweet, Earthy,3,7,3
76620,Pineapple Punch,Hybrid,Depression, Stress, Lack of Appetite, Insomnia,None,Energetic, Uplifted, Creative, Horny, Happy, Dry Mouth,None,None,Pineapple,None,None,4,6,1
77882,Blue Steel,Hybrid,Pain, Stress,None,None,None,Uplifted, Creative, Euphoric, Relaxed,None,None,None,None,Blueberry,None,None,2,4,1
77935,A-Train,Hybrid,None,None,None,None,None,Creative,Euphoric,Relaxed,Happy,Hungry,None,None,None,None,None,None,0,5,0
80723,Fat Purple,Hybrid,Pain, Stress, Insomnia,None,None,Happy, Horny, Euphoric, Relaxed,None,None,None,None,Berry, Grape, Sweet,3,4,3
80912,Fighting Buddha,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Pungent,Woody,Flowery,0,0,3
82164,Super Bud,Hybrid,Insomnia, Lack of Appetite, Pain, Stress,None,Relaxed, Sleepy, Happy, Creative, Dry Mouth, Anxious,None,None,Citrus, Mint,None,4,6,2
83581,Gelato,Hybrid,None,None,None,None,None,Relaxed,Happy,Euphoric,Uplifted,Creative,None,None,None,None,None,None,0,5,0
86090,Pineapple Purps,Sativa,Inflammation, Depression,None,None,None,Relaxed, Creative, Uplifted, Happy, Talkative, Dry Mouth, Anxious,None,Pineapple, Sweet, Earthy,2,7,3
86806,Grizzly Purple Kush,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Skunk,Berry,Blueberry,0,0,3
87070,Strawberry Cheesecake,Hybrid,Depression, Pain, Lack of Appetite, Stress,None,Relaxed, Uplifted, Happy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious,Strawberry, Sweet,None,4,8,2
87118,Super Jack,Hybrid,Depression, Stress, Lack of Appetite, Pain,None,Energetic, Happy, Uplifted, Focused, Creative, Dry Mouth, Anxious, Paranoid,Sweet, Earthy,None,4,8,2
87670,Whitaker Blues,Hybrid,Stress, Insomnia, Depression, Pain,None,Relaxed, Sleepy, Happy, Uplifted, Euphoric, Dry Mouth,None,None,Sweet, Apple,None,4,6,2
87824,Big Skunk,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Pungent,Woody,0,0,3
88764,Tangilope,Hybrid,Depression, Stress, Pain, Lack of Appetite,None,Happy, Uplifted, Creative, Euphoric, Talkative, Dry Mouth, Paranoid,None,Citrus, Sweet,None,4,7,2
89165,Cookies Kush,Indica,Stress, Lack of Appetite, Insomnia, Depression, Pain,Relaxed, Happy, Hungry, Euphoric, Sleepy, Dry Mouth, Paranoid, Anxious,Sweet, Earthy,None,5,8,2
89444,Purple Berry,Hybrid,Pain, Nausea, Stress, Insomnia,None,Relaxed, Euphoric, Sleepy, Tingly, Uplifted, Dry Mouth, Paranoid, Anxious,Berry, Blueberry, Sweet,4,8,3
90186,Hawaiian Diesel,Hybrid,Stress, Lack of Appetite, Pain, Depression,None,Happy, Relaxed, Uplifted, Creative, Horny, Dry Mouth, Anxious,None,Citrus,None,None,4,7,1
91262,Magnum PI,Sativa,Depression, Stress,None,None,None,Uplifted, Focused, Energetic, Euphoric, Creative,None,None,None,Citrus, Pine,None,2,5,2
92044,Superstar,Hybrid,None,None,None,None,None,Relaxed,Focused,Euphoric,Uplifted,Happy,None,None,None,None,None,None,0,5,0
92049,Blue Fire,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Sage,Spicy/Herbal,0,0,3
92788,Purple People Eater,Hybrid,Depression, Stress,None,None,None,Uplifted, Creative, Euphoric, Focused, Relaxed,None,None,None,Grape,None,None,2,5,1
93188,Kandahar,Hybrid,Insomnia, Depression, Pain, Stress,None,Relaxed, Sleepy, Uplifted, Euphoric,None,None,None,None,Earthy,None,None,4,4,1
93696,Pineapple Jack,Hybrid,Stress, Depression, Lack of Appetite,None,None,Relaxed, Energetic, Uplifted, Happy, Focused, Dry Mouth, Paranoid,None,Pineapple, Citrus, Sweet,3,7,3
94251,Commerce City Kush,Hybrid,Insomnia, Pain, Stress, Depression,None,Euphoric, Happy, Relaxed, Sleepy, Talkative, Dry Mouth,None,None,Sweet,None,None,4,6,1
94579,Wonder,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,1
95375,Dreamweaver,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Spicy/Herbal,Woody,0,0,3
95613,King Louis XIII,Hybrid,Stress, Insomnia, Pain, Depression, Muscle Spasms,Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious,Earthy, Pine,None,5,8,2
96132,Mother Tongue,Sativa,Lack of Appetite, Stress, Pain, Inflammation,None,Euphoric, Happy, Relaxed, Hungry, Sleepy, Paranoid, Anxious, Dry Mouth,Earthy,None,None,4,8,1
96660,Strawberry Fields,Hybrid,Stress, Pain, Muscle Spasms, Depression, Insomnia,Relaxed, Euphoric, Happy, Uplifted, Hungry, Dry Mouth, Paranoid,None,Strawberry, Berry, Sweet,5,7,3
96701,LA Ultra,Indica,Insomnia, Stress, Pain,None,None,Relaxed, Euphoric, Happy, Sleepy, Tingly, Dry Mouth, Paranoid,None,Lemon,None,None,3,7,1
96811,Pakistan Valley Kush,Indica,Insomnia, Stress, Depression, Pain, Lack of Appetite,Relaxed, Happy, Sleepy, Euphoric, Uplifted, Dry Mouth,None,None,Pine, Sweet, Earthy,5,6,3
97199,Incredible Bulk,Indica,Stress, Muscle Spasms, Insomnia, Pain, Lack of Appetite,Relaxed, Happy, Tingly, Sleepy, Dry Mouth, Paranoid, Anxious,None,Earthy, Citrus,None,5,7,2
97294,Blackberry Cream,Hybrid,Depression, Stress, Insomnia, Muscle Spasms, Pain,Relaxed, Happy, Euphoric, Uplifted, Sleepy, Dry Mouth,None,None,Berry, Sweet,None,5,6,2
98036,Sour Pebbles,Hybrid,Stress, Depression, Pain, Nausea,None,Happy, Euphoric, Hungry, Creative, Dry Mouth,None,None,None,Sweet, Berry,None,4,5,2
98985,Aloha,Hybrid,Depression, Stress, Pain,None,None,Energetic, Uplifted, Happy, Creative, Focused, Dry Mouth, Anxious,None,Sweet, Citrus,None,3,7,2
99233,Sour Jack,Hybrid,Depression, Stress, Pain,None,None,Energetic, Happy, Creative, Uplifted, Euphoric, Dry Mouth, Anxious, Paranoid,Citrus,None,None,3,8,1
99532,CBD Shark,Indica,Pain, Stress, Inflammation, Depression,None,Relaxed, Happy, Sleepy, Focused, Euphoric, Dry Mouth, Paranoid, Anxious,Earthy, Pine,None,4,8,2
99682,Blue Dot,Sativa,Stress, Pain, Depression, Nausea,None,Uplifted, Energetic, Relaxed, Happy, Focused, Dry Mouth, Paranoid, Anxious,Earthy, Berry,None,4,8,2
99696,Lemon G,Hybrid,Pain, Stress, Depression, Inflammation, Nausea,Focused, Happy, Relaxed, Uplifted, Creative, Dry Mouth, Paranoid,None,Lemon, Citrus, Sweet,5,7,3
101457,Very Berry Haze,Hybrid,Pain, Inflammation, Muscle Spasms,None,None,Happy, Focused, Uplifted, Euphoric, Hungry, Dry Mouth, Anxious, Paranoid,Berry, Sweet,None,3,8,2
102248,Twizzler,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Mango,Earthy,Pine,0,0,3
102271,Extreme OG,Hybrid,Pain, Stress, Muscle Spasms, Lack of Appetite, Nausea,Relaxed, Sleepy, Hungry, Happy, Horny, Dry Mouth,None,None,Lime, Earthy, Citrus,5,6,3
102276,Colombian Gold,Hybrid,Depression, Stress, Pain, Lack of Appetite, Inflammation,Euphoric, Happy, Uplifted, Energetic, Relaxed, Dry Mouth, Paranoid,None,Earthy, Sweet,None,5,7,2
103783,Tangie Ghost Train,Sativa,Depression, Lack of Appetite, Stress,None,None,Uplifted, Energetic, Euphoric, Focused, Happy,None,None,None,Sweet, Citrus,None,3,5,2
104469,Himalayan Blackberry,Indica,Insomnia, Stress, Depression, Lack of Appetite,None,Sleepy, Happy, Tingly, Euphoric, Relaxed, Dry Mouth,None,None,Berry, Blueberry,None,4,6,2
104662,Narnia,Sativa,Stress, Depression, Pain, Lack of Appetite,None,Creative, Energetic, Focused, Uplifted, Happy, Dry Mouth, Paranoid, Anxious,Sweet, Earthy, Citrus,4,8,3
104663,Appalachian Power,Sativa,None,None,None,None,None,Euphoric, Creative, Focused, Talkative, Uplifted,None,None,None,Grape, Sweet,None,0,5,2
105062,Pacific Blue,Indica,Stress, Insomnia, Pain, Depression,None,Happy, Tingly, Relaxed, Sleepy, Euphoric, Dry Mouth,None,None,Blueberry, Berry,None,4,6,2
105659,Sour Bubble,Indica,Pain, Depression, Nausea, Insomnia, Stress,Relaxed, Sleepy, Happy, Creative, Dry Mouth, Anxious,None,None,Sweet, Earthy,None,5,6,2
106004,Blueberry Dream,Hybrid,Stress, Depression, Pain, Insomnia,None,Relaxed, Euphoric, Happy, Focused, Creative, Dry Mouth,None,None,Blueberry, Berry, Earthy,4,6,3
106037,Lucy,Hybrid,None,None,None,None,None,Relaxed,Sleepy,Uplifted,Happy,Hungry,None,None,None,None,None,None,0,5,0
106437,Clementine,Hybrid,Stress, Pain, Depression, Nausea,None,Happy, Energetic, Euphoric, Relaxed, Uplifted, Dry Mouth, Anxious,None,Citrus, Orange, Sweet,4,7,3
106695,Bogglegum,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Sweet,Earthy,Berry,0,0,3
106801,Hempstar,Sativa,Stress, Depression, Nausea, Pain, Lack of Appetite,Happy, Focused, Relaxed, Euphoric, Uplifted, Dry Mouth, Paranoid,None,Earthy,None,None,5,7,1
107413,Poochie Love,Hybrid,None,None,None,None,None,Euphoric, Focused, Creative, Happy, Energetic,None,None,None,Earthy, Skunk,None,0,5,2
107828,Light of Jah,Hybrid,Stress, Depression, Pain,None,None,Happy, Uplifted, Energetic, Euphoric, Focused, Dry Mouth,None,None,Earthy,None,None,3,6,1
107930,8 Ball Kush,Indica,Depression, Pain, Insomnia, Inflammation,None,Relaxed, Happy, Hungry, Creative, Euphoric, Dry Mouth, Paranoid,None,Earthy, Pine,None,4,7,2
109072,Super G,Hybrid,None,None,None,None,None,Creative, Tingly, Uplifted, Energetic, Happy,None,None,None,Earthy, Pine,None,0,5,2
109333,Opal OG Kush,Indica,Stress, Insomnia, Muscle Spasms, Depression, Lack of Appetite,Relaxed, Euphoric, Horny, Happy, Focused, Dry Mouth, Paranoid,None,Earthy, Lavender, Strawberry,5,7,3
112354,Twisted Citrus,Sativa,Depression, Stress, Inflammation, Lack of Appetite,None,Energetic, Uplifted, Talkative, Creative, Happy, Dry Mouth, Anxious,None,Citrus, Orange, Lemon,4,7,3
112565,Strawberry Amnesia,Sativa,Stress, Depression, Lack of Appetite,None,None,Euphoric, Uplifted, Relaxed, Energetic, Focused, Dry Mouth, Anxious,None,Strawberry, Sweet,None,3,7,2
112879,Platinum Purple Kush,Indica,Insomnia, Stress, Pain, Depression, Lack of Appetite,Relaxed, Euphoric, Happy, Hungry, Uplifted, Dry Mouth, Paranoid, Anxious,Sweet, Berry, Earthy,5,8,3
114220,Extreme Cream,Hybrid,Pain, Stress, Depression, Muscle Spasms, Inflammation,Relaxed, Euphoric, Happy, Uplifted, Hungry, Dry Mouth, Paranoid,None,Earthy, Sweet,None,5,7,2
114492,Mammoth,Hybrid,None,None,None,None,None,Happy,Relaxed,Focused,Uplifted,Creative,None,None,None,None,None,None,0,5,0
115248,Do-Si-Dos,Indica,Stress, Pain, Depression, Insomnia, Lack of Appetite,Relaxed, Euphoric, Happy, Sleepy, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Sweet,None,5,8,2
115315,Face Off OG,Indica,Pain, Stress, Insomnia, Lack of Appetite, Depression,Relaxed, Sleepy, Hungry, Euphoric, Happy, Dry Mouth,None,None,Earthy, Citrus, Pine,5,6,3
116223,Dream Beaver,Hybrid,Muscle Spasms, Pain, Seizures,None,None,Uplifted, Talkative, Energetic, Creative, Focused, Dry Mouth, Anxious,None,Pineapple, Earthy,None,3,7,2
116229,Hulkamania,Indica,Depression, Inflammation, Insomnia, Lack of Appetite,None,Horny, Tingly, Uplifted, Euphoric, Happy,None,None,None,Sweet, Berry,None,4,5,2
117882,Lemon Meringue,Hybrid,Depression, Stress, Pain,None,None,Uplifted, Happy, Creative, Energetic, Talkative, Anxious,None,None,Lemon, Citrus, Sweet,3,6,3
119729,East Coast Sour Diesel,Sativa,Muscle Spasms, Stress, Pain, Depression, Inflammation,Happy, Focused, Energetic, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious,Citrus, Lemon,None,5,8,2
121080,Brandywine,Indica,None,None,None,None,None,Sleepy, Talkative, Tingly, Uplifted, Euphoric,None,None,None,None,None,None,0,5,0
122150,Frida,Indica,Pain, Inflammation, Stress, Muscle Spasms, Depression,Relaxed, Happy, Creative, Horny, Uplifted, Anxious,None,None,Lemon, Earthy, Pine,5,6,3
124043,Elphinstone,Hybrid,Depression, Pain, Stress,None,None,Happy, Uplifted, Creative, Focused, Relaxed, Anxious,None,None,Citrus, Pine,None,3,6,2
124559,Rocklock,Hybrid,Stress, Depression, Muscle Spasms, Inflammation,None,Relaxed, Uplifted, Happy, Euphoric, Sleepy, Dry Mouth, Paranoid,None,Earthy,None,None,4,7,1
125073,Ambrosia,Hybrid,None,None,None,None,None,Uplifted,Euphoric,Relaxed,Creative,Focused,None,None,None,None,None,None,0,5,0
125348,Bangi Haze,Hybrid,Inflammation, Stress,None,None,None,Horny, Uplifted, Euphoric, Hungry,None,None,None,None,Berry,None,None,2,4,1
127113,Outer Space,Hybrid,Stress, Pain, Depression, Lack of Appetite,None,Uplifted, Energetic, Happy, Creative, Euphoric, Dry Mouth, Anxious, Paranoid,Citrus, Sweet, Pine,4,8,3
127118,Herijuana,Hybrid,Stress, Pain, Insomnia, Depression,None,Relaxed, Sleepy, Happy, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious,Earthy, Pine,None,4,8,2
127591,Pineapple Haze,Hybrid,Depression, Stress, Lack of Appetite,None,None,Relaxed, Euphoric, Happy, Uplifted, Focused, Dry Mouth, Paranoid,None,Pineapple, Citrus,None,3,7,2
128978,Lemon Jack,Hybrid,Stress, Depression, Pain,None,None,Energetic, Happy, Relaxed, Euphoric, Dry Mouth, Anxious, Paranoid,None,Lemon, Citrus, Earthy,3,7,3
128992,Jack Smack,Sativa,Depression, Stress, Lack of Appetite,None,None,Energetic, Uplifted, Focused, Happy, Creative, Dry Mouth,None,None,Blueberry, Earthy,None,3,6,2
129525,Blueberry Pie,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Sweet,Chemical,Citrus,0,0,3
130954,Pamelina,Indica,Depression, Insomnia, Lack of Appetite, Nausea, Stress,Euphoric, Relaxed, Sleepy, Uplifted, Creative, Dry Mouth,None,None,None,None,None,5,6,0
131541,Green Haze,Sativa,Pain, Stress, Nausea, Depression, Lack of Appetite,Happy, Talkative, Creative, Euphoric, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy,None,None,5,8,1
133258,CBD Critical Cure,Indica,Pain, Stress, Inflammation, Muscle Spasms, Depression,Relaxed, Uplifted, Happy, Hungry, Focused, Dry Mouth, Anxious,None,Earthy, Sweet,None,5,7,2
133817,Yumboldt,Hybrid,Insomnia, Pain, Stress, Depression, Muscle Spasms,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid,None,Citrus, Earthy, Sweet,5,7,3
134088,ASH,Hybrid,None,None,None,None,None,Relaxed,Happy,Uplifted,Euphoric,Sleepy,None,None,None,None,None,None,0,5,0
135894,Blue Bastard,Indica,Stress, Insomnia, Pain, Depression, Muscle Spasms,Euphoric, Happy, Sleepy, Uplifted, Creative, Dry Mouth, Paranoid,None,Berry, Pine,None,5,7,2
136333,Dr. Funk,Hybrid,Stress, Insomnia, Lack of Appetite, Pain, Depression,Euphoric, Relaxed, Happy, Uplifted, Tingly, Dry Mouth,None,None,Earthy, Berry, Blueberry,5,6,3
136914,Electric Lemon G,Hybrid,Stress, Depression, Pain, Lack of Appetite,None,Euphoric, Focused, Energetic, Happy, Uplifted, Dry Mouth, Paranoid, Anxious,Lemon, Citrus, Lime,4,8,3
141355,Sugar Momma,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Woody,Citrus,0,0,3
141454,Crouching Tiger Hidden Alien,Indica,Stress, Inflammation, Muscle Spasms, Nausea, Pain,Relaxed, Happy, Euphoric, Tingly, Uplifted, Dry Mouth,None,None,Earthy, Pine,None,5,6,2
141726,Pakistani Chitral Kush,Indica,Stress, Insomnia, Pain, Muscle Spasms, Lack of Appetite,Relaxed, Happy, Hungry, Tingly, Uplifted, Dry Mouth,None,None,Earthy, Sweet, Berry,5,6,3
147701,Tesla Tower,Sativa,Depression, Pain, Stress,None,None,Tingly, Uplifted, Relaxed, Creative, Energetic,None,None,None,Pepper, Sweet, Berry,3,5,3
148794,Emerald OG,Hybrid,Stress, Depression, Insomnia, Nausea,None,Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Anxious,None,Citrus,None,None,4,7,1
149424,Sonoma Coma,Hybrid,Depression, Stress, Pain, Lack of Appetite, Nausea,Euphoric, Happy, Uplifted, Relaxed, Energetic, Dry Mouth, Paranoid,None,Citrus,None,None,5,7,1
149520,Flo OG,Indica,Pain, Stress, Inflammation, Insomnia,None,Happy, Relaxed, Euphoric, Focused, Creative, Dry Mouth,None,None,Sweet, Berry,None,4,6,2
150992,VCDC,Hybrid,None,None,None,None,None,Relaxed,Happy,Euphoric,Focused,Uplifted,None,None,None,None,None,None,0,5,0
151161,Hubbabubbasmelloscope,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Sweet,Pungent,Flowery,0,0,3
151952,Tesla,Hybrid,None,None,None,None,None,Uplifted,Relaxed,Happy,Euphoric,Giggly,None,None,None,None,None,None,0,5,0
154875,Hashberry,Hybrid,Pain, Insomnia, Lack of Appetite, Muscle Spasms,None,Relaxed, Happy, Euphoric, Uplifted, Tingly, Dry Mouth, Paranoid, Anxious,Berry, Sweet,None,4,8,2
155079,Trix,Hybrid,Stress, Depression,None,None,None,Happy, Talkative, Uplifted, Energetic, Anxious,None,None,None,Sweet, Berry, Grape,2,5,3
155135,Sirius Black,Indica,Stress, Pain, Depression, Muscle Spasms,None,Relaxed, Uplifted, Happy, Euphoric, Sleepy, Dry Mouth,None,None,Sweet, Grape,None,4,6,2
155504,Locomotion,Hybrid,Stress, Pain, Depression, Nausea,None,Euphoric, Relaxed, Happy, Talkative, Dry Mouth, Paranoid, Anxious,None,Earthy,None,None,4,7,1
156996,Rocky Mountain Blueberry,Indica,Stress, Depression, Pain,None,None,Euphoric, Uplifted, Relaxed, Energetic, Talkative, Dry Mouth, Paranoid,None,Blueberry, Berry, Sweet,3,7,3
157092,Gummo,Hybrid,None,None,None,None,None,Euphoric,Uplifted,Happy,Relaxed,Aroused,None,None,None,None,None,None,0,5,0
157180,Funfetti,Hybrid,None,None,None,None,None,Happy,Relaxed,Euphoric,Energetic,Uplifted,None,None,None,None,None,None,0,5,0
160624,Dark Matter,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Citrus,Blueberry,Strawberry,0,0,3
162165,Anesthesia,Indica,Pain, Stress, Insomnia, Lack of Appetite,None,Hungry, Sleepy, Happy, Euphoric, Creative, Paranoid, Anxious,None,Earthy,None,None,4,7,1
162166,Sinai,Sativa,Lack of Appetite, Stress,None,None,None,Euphoric, Uplifted, Relaxed, Talkative, Happy,None,None,None,Pepper,None,None,2,5,1
164979,Purple Candy,Hybrid,Insomnia, Stress, Pain, Depression, Muscle Spasms,Relaxed, Happy, Sleepy, Euphoric, Hungry, Dry Mouth, Paranoid,None,Sweet, Grape, Earthy,5,7,3
168294,Tardis,Hybrid,Depression, Stress, Nausea, Pain,None,Talkative, Energetic, Happy, Creative, Uplifted, Dry Mouth,None,None,Sweet, Earthy,None,4,6,2
169149,Purple Panty Dropper,Hybrid,Stress, Pain, Muscle Spasms, Insomnia, Depression,Relaxed, Uplifted, Euphoric, Horny, Happy, Dry Mouth, Anxious, Paranoid,Berry, Grape, Earthy,5,8,3
171479,Thunderstruck,Sativa,Depression, Inflammation, Pain, Stress,None,Happy, Relaxed, Tingly, Uplifted, Talkative,None,None,None,Pine,None,None,4,5,1
172850,Grape Inferno,Hybrid,Insomnia, Pain, Stress, Depression, Inflammation,Relaxed, Sleepy, Hungry, Focused, Happy, Dry Mouth, Paranoid, Anxious,Citrus,None,None,5,8,1
173677,Purple Chemdawg,Indica,Pain, Stress, Depression, Insomnia,None,Relaxed, Euphoric, Happy, Uplifted, Creative, Dry Mouth, Anxious,None,Grape, Earthy, Sweet,4,7,3
173834,Darth Vader OG,Indica,Insomnia, Stress, Pain, Depression,None,Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid,None,Grape, Earthy, Sweet,4,7,3
174077,Headbanger,Hybrid,None,None,None,None,None,Happy,Uplifted,Euphoric,Relaxed,Hungry,None,None,None,None,None,None,0,5,0
174492,Red Congolese,Hybrid,Stress, Depression, Pain,None,None,Energetic, Euphoric, Uplifted, Happy, Focused, Dry Mouth, Anxious,None,Earthy,None,None,3,7,1
176052,1024,Hybrid,Stress, Pain, Depression, Inflammation,None,Uplifted, Relaxed, Energetic, Creative, Dry Mouth, Anxious,None,None,Pine,None,None,4,6,1
