test_id,test_strain,type,ailment_1,ailment_2,ailment_3,ailment_4,ailment_5,effects_1,effects_2,effects_3,effects_4,effects_5,effects_6,effects_7,effects_8,flavor_1,flavor_2,flavor_3,ailment_count,effects_count,flavor_count,thc_max,cbd_max,thc_cbd,cbd_thc,inventory_type,chemotype,strain_leafly_page_rank,strain_leafly_review_rank,strain_tests,strain_chemotype,strain_prop_chemotype1,strain_prop_chemotype2,strain_prop_chemotype3,strain_modal_chemo_prop
1184,Cream Caramel,Hybrid,Stress, Insomnia, Depression, Pain,None,Relaxed, Happy, Sleepy, Euphoric, Focused, Dry Mouth, Anxious,None,Sweet, Honey, Earthy,4,7,3,20.81446,0.184,113.12,0.01,Flower Lot,1,355,143,11,1,1,0,0,1
1192,LA Woman,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Berry,Grape,0,0,3,16.10552,0.197,81.75,0.01,Flower Lot,1,802,148,70,1,1,0,0,1
1217,Remedy,Indica,Stress, Pain, Depression, Insomnia, Inflammation,Relaxed, Sleepy, Happy, Uplifted, Focused, Dry Mouth,None,None,Earthy, Citrus,None,5,6,2,0.307073,9.36,0.03,30.48,Flower Lot,3,354,132,314,2,0.089172,0.5127389,0.3980892,0.5127389
1243,Elephant,Sativa,None,None,None,None,None,Happy, Creative, Focused, Relaxed, Euphoric,None,None,None,Sweet, Earthy,None,0,5,2,15.14269,0.25,60.57,0.02,Flower Lot,1,787,136,518,1,0.9826255,0.0135135,0.003861,0.9826255
1259,Blue OG,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Apricot,Earthy,Spicy/Herbal,0,0,3,19.294,0,0,0,Flower Lot,1,297,139,187,1,1,0,0,1
1271,Chernobyl,Hybrid,None,None,None,None,None,Happy,Euphoric,Relaxed,Energetic,Uplifted,None,None,None,None,None,None,0,5,0,22.355,0.32,69.86,0.01,Flower Lot,1,118,73,862,1,0.9930394,0,0.0069606,0.9930394
1276,Kosher Kush,Hybrid,Pain, Stress, Depression, Insomnia, Lack of Appetite,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy,None,None,5,8,1,15.42574,0,0,0,Flower Lot,1,76,56,310,1,0.9870968,0.0129032,0,0.9870968
1332,Kali Mist,Hybrid,Stress, Pain, Depression, Lack of Appetite, Muscle Spasms,Energetic, Creative, Happy, Focused, Uplifted, Dry Mouth, Anxious, Paranoid,Earthy, Sweet, Citrus,5,8,3,15.8027,0.164,96.36,0.01,Flower Lot,1,227,117,46,1,1,0,0,1
1333,Super Skunk,Hybrid,Stress, Pain, Depression, Insomnia, Lack of Appetite,Relaxed, Happy, Sleepy, Hungry, Euphoric, Dry Mouth, Paranoid, Anxious,Skunk, Earthy, Sweet,5,8,3,12.43757,0.136,91.45,0.01,Flower Lot,1,100,103,137,1,0.9854015,0.0145985,0,0.9854015
1369,Caramelicious,Hybrid,None,None,None,None,None,Focused,Happy,Relaxed,Euphoric,Creative,None,None,None,None,None,None,0,5,0,15.1767,0,0,0,Flower Lot,1,815,146,15,1,1,0,0,1
1449,AK-48,Hybrid,None,None,None,None,None,Happy,Energetic,Uplifted,Creative,Relaxed,None,None,None,None,None,None,0,5,0,16.3122,0,0,0,Flower Lot,1,270,138,56,1,1,0,0,1
1453,MK Ultra,Hybrid,Stress, Insomnia, Pain, Depression, Lack of Appetite,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid,None,Earthy, Sweet,None,5,7,2,18.39769,0.106,173.56,0.01,Flower Lot,1,97,72,303,1,1,0,0,1
1522,Sweet Cheese,Hybrid,Depression, Stress, Lack of Appetite,None,None,Euphoric, Uplifted, Happy, Energetic, Relaxed, Dry Mouth, Anxious, Paranoid,Sweet,None,None,3,8,1,16.17552,0,0,0,Flower Lot,1,568,142,94,1,1,0,0,1
1576,The Black,Hybrid,Insomnia, Stress, Pain, Muscle Spasms, Inflammation,Relaxed, Sleepy, Happy, Tingly, Euphoric, Dry Mouth, Anxious, Paranoid,Earthy, Sweet,None,5,8,2,16.663,0,0,0,Flower Lot,1,303,144,155,1,1,0,0,1
1631,Super Silver Haze,Sativa,Stress, Depression, Pain, Lack of Appetite,None,Happy, Uplifted, Euphoric, Energetic, Relaxed, Dry Mouth, Paranoid, Anxious,Citrus, Earthy, Sweet,4,8,3,16.2109,0.133,121.89,0.01,Flower Lot,1,25,17,997,1,1,0,0,1
1736,Charlie Sheen,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Spicy/Herbal,Earthy,Sweet,0,0,3,18.2,0.2,91,0.01,Flower Lot,1,470,132,20,1,0.95,0,0.05,0.95
1741,Purple OG Kush,Indica,Stress, Insomnia, Depression, Lack of Appetite,None,Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Anxious, Paranoid,Earthy,None,None,4,8,1,17.3,0.2,86.5,0.01,Flower Lot,1,184,112,77,1,1,0,0,1
1855,THC Bomb,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Pungent,Sweet,0,0,3,13.45884,0.082,164.13,0.01,Flower Lot,1,183,116,228,1,0.9824561,0.0175439,0,0.9824561
1889,Aurora Indica,Hybrid,Stress, Insomnia, Pain, Muscle Spasms, Inflammation,Relaxed, Happy, Sleepy, Euphoric, Uplifted, Dry Mouth, Paranoid,None,Pine, Skunk,None,5,7,2,17.7154,0,0,0,Flower Lot,1,396,138,35,1,1,0,0,1
1908,Chronic,Hybrid,None,None,None,None,None,Relaxed,Happy,Giggly,Euphoric,Energetic,None,None,None,None,None,None,0,5,0,13.48602,0.15,89.91,0.01,Flower Lot,1,171,133,46,1,1,0,0,1
1921,Fruit Punch,Hybrid,Depression, Stress, Pain, Nausea,None,Happy, Uplifted, Euphoric, Energetic, Relaxed, Dry Mouth, Anxious, Paranoid,Sweet, Berry,None,4,8,2,12.5411,0,0,0,Flower Lot,1,349,123,75,1,1,0,0,1
1922,Pot of Gold,Hybrid,Insomnia, Pain, Lack of Appetite, Stress,None,Relaxed, Sleepy, Euphoric, Hungry, Uplifted, Paranoid, Anxious, Dry Mouth,Sweet, Grape, Pineapple,4,8,3,19.72214,0.31,63.62,0.02,Flower Lot,1,361,136,39,1,1,0,0,1
1939,Granddaddy Purple,Indica,Stress, Insomnia, Pain, Depression, Lack of Appetite,Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid,None,Berry, Grape, Sweet,5,7,3,14.37372,0.069,208.31,0,Flower Lot,1,7,7,2272,1,0.9744718,0.0246479,0.0008803,0.9744718
1959,Burmese,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Pungent,Sweet,0,0,3,13.78687,0,0,0,Flower Lot,1,378,135,250,1,0.992,0.008,0,0.992
2009,Buffalo Bill,Sativa,Depression, Stress, Pain, Insomnia,None,Euphoric, Relaxed, Uplifted, Tingly, Happy, Dry Mouth, Anxious,None,Pine, Earthy,None,4,7,2,19.1,0.2,95.5,0.01,Flower Lot,1,1621,148,143,1,1,0,0,1
2022,Alaskan Thunder Fuck,Sativa,Stress, Depression, Lack of Appetite, Pain,None,Happy, Euphoric, Uplifted, Energetic, Relaxed, Dry Mouth, Paranoid, Anxious,Earthy, Pine,None,4,8,2,14.15644,0,0,0,Flower Lot,1,33,39,1376,1,0.9898256,0.005814,0.0043605,0.9898256
2023,Deadwood,Indica,Stress, Muscle Spasms, Pain,None,None,Relaxed, Sleepy, Creative, Focused, Happy,None,None,None,Berry, Lavender, Earthy,3,5,3,13.52564,0,0,0,Flower Lot,1,1631,146,10,1,1,0,0,1
2044,Green Crack,Hybrid,Stress, Depression, Pain,None,None,Energetic, Happy, Uplifted, Focused, Euphoric, Dry Mouth, Anxious, Paranoid,Citrus, Sweet, Earthy,3,8,3,23.03949,0.13,177.23,0.01,Flower Lot,1,6,4,2711,1,0.9977868,0.0022132,0,0.9977868
2119,Blackberry Trainwreck,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Tropical,Flowery,0,0,3,13.7558,0,0,0,Flower Lot,1,1445,151,132,1,0.969697,0.030303,0,0.969697
2122,Skywalker,Hybrid,Stress, Pain, Depression, Insomnia,None,Relaxed, Happy, Sleepy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious,Earthy, Sweet,None,4,8,2,20.8787,0.19,109.89,0.01,Flower Lot,1,43,67,204,1,0.9803922,0.0196078,0,0.9803922
2140,Blue Mystic,Hybrid,Stress, Depression, Nausea,None,None,Relaxed, Happy, Uplifted, Sleepy, Dry Mouth, Paranoid, Anxious,None,Blueberry, Earthy, Sweet,3,7,3,7.00583,0,0,0,Flower Lot,1,376,142,52,1,1,0,0,1
2179,Berry White,Hybrid,Stress, Pain, Depression, Insomnia,None,Relaxed, Happy, Euphoric, Uplifted, Sleepy, Dry Mouth, Paranoid, Anxious,Berry, Sweet, Blueberry,4,8,3,3.083684,0.001,3083.68,0,Flower Lot,1,102,49,459,1,0.9891068,0.0108932,0,0.9891068
2211,Purple Diesel,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Grape,Rose,Honey,0,0,3,8.23027,0.086,95.7,0.01,Flower Lot,1,192,115,639,1,0.9906103,0.0093897,0,0.9906103
2222,Blue City Diesel,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Lime,Grapefruit,Tropical,0,0,3,17.6646,0.2,88.32,0.01,Flower Lot,1,128,99,375,1,0.9946667,0.0053333,0,0.9946667
2268,Straight Jacket,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Citrus,Grapefruit,Earthy,0,0,3,23.6363,0.23,102.77,0.01,Flower Lot,1,0,0,0,0,0,0,0,0
2280,Cinderella 99,Sativa,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Spicy/Herbal,Sweet,0,0,3,11.14455,0.05,222.89,0,Flower Lot,1,69,82,449,1,1,0,0,1
2343,Royal Haze,Hybrid,Depression, Stress, Pain,None,None,Uplifted, Relaxed, Talkative, Happy, Euphoric, Dry Mouth,None,None,Skunk, Citrus, Earthy,3,6,3,16.13724,0.224,72.04,0.01,Flower Lot,1,925,150,5,1,1,0,0,1
2350,Strawberry Kush,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Sweet,Berry,Flowery,0,0,3,19.1797,0.27,71.04,0.01,Flower Lot,1,150,111,48,1,1,0,0,1
2358,Jack Frost,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Citrus,Sweet,0,0,3,16.21862,0.34,47.7,0.02,Flower Lot,1,142,98,142,1,0.9929578,0.0070423,0,0.9929578
2563,X Factor,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Sweet,Woody,Earthy,0,0,3,19.4063,0.4,48.52,0.02,Flower Lot,1,0,0,0,0,0,0,0,0
2626,Papaya,Hybrid,Stress, Pain, Insomnia, Inflammation,None,Relaxed, Sleepy, Happy, Uplifted, Hungry, Dry Mouth, Paranoid, Anxious,Sweet,None,None,4,8,1,19.65047,0.2,98.25,0.01,Flower Lot,1,432,136,101,1,1,0,0,1
2629,Acapulco Gold,Sativa,Depression, Stress, Pain, Lack of Appetite,None,Happy, Euphoric, Uplifted, Relaxed, Creative, Dry Mouth, Paranoid, Anxious,Earthy, Citrus,None,4,8,2,16.13337,0.283,57.01,0.02,Flower Lot,1,108,84,656,1,0.9954268,0.0045732,0,0.9954268
2688,LSD,Hybrid,None,None,None,None,None,Happy,Relaxed,Euphoric,Uplifted,Creative,None,None,None,Citrus,Pepper,Grapefruit,0,5,3,15.9,0.3,53,0.02,Flower Lot,1,51,47,302,1,0.9966887,0.0033113,0,0.9966887
2748,Oregon Diesel,Hybrid,Depression, Stress, Insomnia, Pain,None,Relaxed, Happy, Euphoric, Uplifted, Tingly, Dry Mouth, Paranoid, Anxious,Earthy,None,None,4,8,1,13.52147,0.78,17.34,0.06,Flower Lot,1,665,136,131,1,1,0,0,1
2764,Critical Kush,Indica,Depression, Stress, Pain, Lack of Appetite, Insomnia,Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Anxious, Paranoid,Earthy,None,None,5,8,1,16.60826,0.159,104.45,0.01,Flower Lot,1,68,51,477,1,0.9874214,0.0125786,0,0.9874214
2772,Vanilla Kush,Indica,Stress, Pain, Insomnia, Depression, Lack of Appetite,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Anxious,None,Vanilla, Sweet,None,5,7,2,21.39759,0.185,115.66,0.01,Flower Lot,1,179,87,156,1,1,0,0,1
2945,White Rhino,Hybrid,Stress, Pain, Insomnia, Depression, Lack of Appetite,Relaxed, Happy, Uplifted, Euphoric, Sleepy, Dry Mouth, Paranoid,None,Earthy, Sweet,None,5,7,2,15.70154,0.094,167.04,0.01,Flower Lot,1,54,67,493,1,1,0,0,1
2946,White Lavender,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Strawberry,Sweet,Flowery,0,0,3,15.90138,0.079,201.28,0,Flower Lot,1,963,143,63,1,1,0,0,1
2949,Thai,Sativa,Stress, Depression, Pain,None,None,Happy, Relaxed, Uplifted, Euphoric, Energetic, Dry Mouth, Anxious,None,Earthy, Sweet,None,3,7,2,17.81722,0.199,89.53,0.01,Flower Lot,1,147,137,82,1,1,0,0,1
2993,Bubblicious,Hybrid,None,None,None,None,None,Happy,Relaxed,Talkative,Giggly,Uplifted,None,None,None,Sweet,Tropical,Citrus,0,5,3,13.94938,0.079,176.57,0.01,Flower Lot,1,517,142,101,1,1,0,0,1
2996,Shark Attack,Hybrid,Pain, Stress, Insomnia, Inflammation,None,Happy, Focused, Hungry, Horny, Creative, Dry Mouth, Anxious, Paranoid,Earthy, Skunk,None,4,8,2,17.16335,0.139,123.48,0.01,Flower Lot,1,1618,151,10,1,1,0,0,1
3052,Blackberry,Hybrid,None,None,None,None,None,Relaxed,Euphoric,Happy,Uplifted,Sleepy,None,None,None,None,None,None,0,5,0,9.66561,0.07,138.08,0.01,Flower Lot,1,156,101,444,1,0.9324324,0.0675676,0,0.9324324
3280,Purple Haze,Hybrid,Depression, Stress, Pain,None,None,Euphoric, Happy, Uplifted, Relaxed, Creative, Dry Mouth, Paranoid,None,Earthy, Sweet, Berry,3,7,3,10.73201,0.135,79.5,0.01,Flower Lot,1,36,49,283,1,1,0,0,1
3348,Everlast,Indica,Stress, Insomnia, Pain, Depression, Inflammation,Relaxed, Sleepy, Happy, Tingly, Euphoric, Dry Mouth,None,None,Earthy, Skunk,None,5,6,2,24.74766,0.35,70.71,0.01,Flower Lot,1,0,0,0,0,0,0,0,0
3388,Northern Lights x Blueberry,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Pungent,Skunk,0,0,3,15.3844,0.7,21.98,0.05,Flower Lot,1,0,0,0,0,0,0,0,0
3439,Alien Dawg,Indica,Stress, Pain, Insomnia, Nausea,None,Relaxed, Euphoric, Happy, Sleepy, Uplifted, Dry Mouth, Anxious,None,Earthy,None,None,4,7,1,11.32856,0.156,72.62,0.01,Flower Lot,1,293,128,120,1,0.9833333,0.0166667,0,0.9833333
3510,Blood Wreck,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Sweet,Earthy,Flowery,0,0,3,9.6,0.2,48,0.02,Flower Lot,1,0,0,0,0,0,0,0,0
3523,Flo,Hybrid,None,None,None,None,None,Happy,Uplifted,Relaxed,Creative,Focused,None,None,None,None,None,None,0,5,0,13.6,0.4,34,0.03,Flower Lot,1,148,83,38,1,1,0,0,1
3528,Maui Wowie,Sativa,Stress, Depression, Pain,None,None,Happy, Uplifted, Euphoric, Energetic, Creative, Dry Mouth, Paranoid, Anxious,Sweet, Pineapple,None,3,8,2,6.9,0,0,0,Flower Lot,1,60,49,835,1,0.9772455,0.0215569,0.0011976,0.9772455
3560,Sensi Star,Hybrid,Stress, Pain, Depression, Insomnia, Lack of Appetite,Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid,None,Earthy, Sweet,None,5,7,2,13.39741,0.76,17.63,0.06,Flower Lot,1,139,94,293,1,0.9829351,0.0170648,0,0.9829351
3574,Blueberry Skunk,Hybrid,Stress, Pain, Muscle Spasms, Nausea,None,Euphoric, Relaxed, Happy, Uplifted, Tingly, Dry Mouth, Anxious, Paranoid,Blueberry, Berry, Skunk,4,8,3,6.967445,0.017,409.85,0,Flower Lot,1,672,147,54,1,1,0,0,1
3581,Snow Leopard,Hybrid,Stress, Pain, Insomnia, Depression, Inflammation,Euphoric, Relaxed, Sleepy, Happy, Uplifted, Dry Mouth, Paranoid,None,Earthy, Sweet,None,5,7,2,18.70933,0.201,93.08,0.01,Flower Lot,1,1149,142,227,1,1,0,0,1
3586,Cheese,Hybrid,None,None,None,None,None,Relaxed,Happy,Euphoric,Uplifted,Hungry,None,None,None,None,None,None,0,5,0,16.0014,0.05,320.03,0,Flower Lot,1,34,39,776,1,0.9935567,0.0051546,0.0012887,0.9935567
3592,Hindu Kush,Hybrid,Stress, Pain, Insomnia, Depression, Lack of Appetite,Relaxed, Sleepy, Euphoric, Happy, Hungry, Dry Mouth, Anxious, Paranoid,Earthy, Sweet,None,5,8,2,13.06919,0,0,0,Flower Lot,1,59,55,473,1,0.9978858,0.0021142,0,0.9978858
3605,Dutch Dream,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Lavender,Ammonia,Sweet,0,0,3,19.1,0.2,95.5,0.01,Flower Lot,1,104,55,4529,1,0.9971296,0.0028704,0,0.9971296
3608,Deep Purple,Hybrid,Stress, Pain, Depression, Insomnia, Lack of Appetite,Relaxed, Euphoric, Sleepy, Happy, Tingly, Dry Mouth, Anxious,None,Grape, Earthy, Sweet,5,7,3,20.07429,0.01,2007.43,0,Flower Lot,1,600,147,95,1,1,0,0,1
3620,Rosetta Stone,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Citrus,Orange,Sweet,0,0,3,16.286,0.7,23.27,0.04,Flower Lot,1,0,0,0,0,0,0,0,0
3707,Skunk,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Spicy/Herbal,Pepper,Earthy,0,0,3,22.42349,0.01,2242.35,0,Flower Lot,1,58,113,742,1,0.9824798,0.0175202,0,0.9824798
3818,Pez,Indica,Pain, Inflammation, Stress, Insomnia, Depression,Euphoric, Happy, Energetic, Talkative, Relaxed, Dry Mouth, Paranoid,None,Sweet, Citrus,None,5,7,2,7.492102,0,0,0,Flower Lot,1,1213,151,79,1,1,0,0,1
3847,Phantom Cookies,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Pungent,Sweet,0,0,3,19.84341,0.17,116.73,0.01,Flower Lot,1,309,109,368,1,1,0,0,1
3903,Purple Urkle,Hybrid,Pain, Insomnia, Stress, Depression, Inflammation,Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Anxious,None,Sweet, Grape, Berry,5,7,3,13.30398,0,0,0,Flower Lot,1,64,43,737,1,0.9932157,0.0067843,0,0.9932157
3908,Death Star,Hybrid,Stress, Pain, Depression, Insomnia, Nausea,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious, Paranoid,Earthy,None,None,5,8,1,20,0.3,66.67,0.02,Flower Lot,1,55,41,403,1,0.9652606,0.0347395,0,0.9652606
3934,Cheeseburger,Hybrid,None,None,None,None,None,Tingly,Uplifted,Relaxed,Aroused,Creative,None,None,None,None,None,None,0,5,0,17.67935,0,0,0,Flower Lot,1,1536,150,19,1,1,0,0,1
4064,Chocolate Chunk,Hybrid,Insomnia, Pain, Stress, Depression, Nausea,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Anxious,None,Earthy, Sweet,None,5,7,2,10.37897,0.105,98.85,0.01,Flower Lot,1,472,141,386,1,0.9948186,0.0051813,0,0.9948186
4066,Cherry Kush,Organi,None,None,None,None,None,None,None,None,None,None,None,None,None,Lemon,Pine,Earthy,0,0,3,14.05582,0.173,81.25,0.01,Flower Lot,1,241,128,159,1,0.9937107,0.0062893,0,0.9937107
4073,Amnesia Haze,Hybrid,Stress, Depression, Pain,None,None,Happy, Uplifted, Euphoric, Energetic, Creative, Dry Mouth, Paranoid, Anxious,Citrus, Lemon, Earthy,3,8,3,15.70653,0.18,87.26,0.01,Flower Lot,1,26,30,331,1,0.9939577,0.0060423,0,0.9939577
4208,Green Love Potion,Hybrid,Pain, Muscle Spasms, Insomnia, Lack of Appetite, Stress,Relaxed, Horny, Tingly, Euphoric, Sleepy, Dry Mouth,None,None,Pine,None,None,5,6,1,10.68508,0.09,118.72,0.01,Flower Lot,1,1002,150,76,1,1,0,0,1
4272,Enigma,Hybrid,Insomnia, Depression, Pain, Nausea, Inflammation,Relaxed, Happy, Sleepy, Euphoric, Dry Mouth,None,None,None,Citrus,None,None,5,5,1,4.4,10,0.44,2.27,Flower Lot,2,1577,149,18,1,0.7222222,0.2777778,0,0.7222222
4320,Super Blue Dream,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Citrus,Orange,Tropical,0,0,3,19,0.2,95,0.01,Flower Lot,1,360,134,91,1,1,0,0,1
4334,XXX OG,Indica,Stress, Pain, Insomnia, Depression, Lack of Appetite,Sleepy, Relaxed, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid,None,Earthy, Pine,None,5,7,2,10.5609,0.4,26.4,0.04,Flower Lot,1,127,127,54,1,0.9444444,0.0555556,0,0.9444444
4374,Omega,Hybrid,None,None,None,None,None,Euphoric,Happy,Tingly,Relaxed,Uplifted,None,None,None,Tropical,Sweet,Citrus,0,5,3,12.9166,0.151,85.54,0.01,Flower Lot,1,1514,150,65,1,1,0,0,1
4397,CBD Critical Mass,Hybrid,Pain, Inflammation, Depression, Muscle Spasms,None,Relaxed, Happy, Euphoric, Tingly, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy,None,None,4,8,1,3.423396,7.627,0.45,2.23,Flower Lot,2,70,69,568,1,0.5633803,0.4366197,0,0.5633803
4472,Bay 11,Hybrid,Depression, Insomnia, Stress, Pain,None,Happy, Uplifted, Energetic, Relaxed, Creative, Anxious, Dry Mouth,None,Sweet, Skunk,None,4,7,2,16.7507,0,0,0,Flower Lot,1,454,134,120,1,0.9833333,0.0166667,0,0.9833333
4526,Critical Sensi Star,Hybrid,Stress, Pain, Depression, Muscle Spasms, Insomnia,Relaxed, Happy, Sleepy, Uplifted, Tingly, Dry Mouth, Paranoid,None,Citrus, Sweet,None,5,7,2,10.62154,0.237,44.82,0.02,Flower Lot,1,836,144,64,1,1,0,0,1
4539,Supergirl,Hybrid,Stress, Depression, Pain, Lack of Appetite,None,Happy, Relaxed, Sleepy, Euphoric, Dry Mouth, Paranoid,None,None,Earthy,None,None,4,6,1,22.3004,1.3,17.15,0.06,Flower Lot,1,1491,146,435,1,0.9448276,0.0505747,0.0045977,0.9448276
4551,Strawberry,Sativa,Stress, Depression, Pain,None,None,Happy, Uplifted, Energetic, Talkative, Euphoric, Dry Mouth, Paranoid,None,Strawberry, Sweet, Berry,3,7,3,15.986,0.2,79.93,0.01,Flower Lot,1,244,127,107,1,0.9813084,0.0186916,0,0.9813084
4556,Moonshine Haze,Sativa,Stress, Depression, Muscle Spasms,None,None,Uplifted, Happy, Euphoric, Talkative, Creative, Dry Mouth, Anxious, Paranoid,Earthy, Citrus,None,3,8,2,15.29426,0.161,95,0.01,Flower Lot,1,410,134,29,1,1,0,0,1
4679,God,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Sweet,Skunk,Tropical,0,0,3,16.6839,0.278,60.01,0.02,Flower Lot,1,0,0,0,0,0,0,0,0
4693,Chem Valley Kush,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Sweet,Pungent,0,0,3,19.92971,0,0,0,Flower Lot,1,735,146,16,1,1,0,0,1
4862,LA Confidential,Hybrid,Stress, Pain, Insomnia, Depression,None,Relaxed, Happy, Sleepy, Euphoric, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Pine, Sweet,4,8,3,14.01456,0.462,30.33,0.03,Flower Lot,1,65,58,385,1,0.9688312,0.0311688,0,0.9688312
4877,Dance World,Hybrid,Stress, Depression, Pain, Inflammation, Lack of Appetite,Relaxed, Happy, Uplifted, Euphoric, Talkative, Dry Mouth,None,None,Citrus, Earthy,None,5,6,2,8.427882,14.223,0.59,1.69,Flower Lot,2,630,150,66,2,0.3636364,0.6363636,0,0.6363636
4880,Jack Cheddar,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Menthol,Spicy/Herbal,Pepper,0,0,3,20.83582,0.864,24.12,0.04,Flower Lot,1,0,0,0,0,0,0,0,0
5070,Cotton Candy,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Citrus,Tropical,Chemical,0,0,3,13.8058,0.4,34.51,0.03,Flower Lot,1,94,63,925,1,0.9902703,0.0010811,0.0086486,0.9902703
5079,Purple Mr. Nice,Indica,Insomnia, Pain, Depression, Stress, Nausea,Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Anxious,None,Earthy, Grape, Sweet,5,7,3,18.7924,0.1,187.92,0.01,Flower Lot,1,549,143,17,1,0.9411765,0.0588235,0,0.9411765
5136,Big Bang,Hybrid,Pain, Stress, Insomnia, Depression, Lack of Appetite,Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Paranoid, Anxious,Earthy,None,None,5,8,1,11.54476,1.531,7.54,0.13,Flower Lot,1,812,148,43,1,1,0,0,1
5184,Island Sweet Skunk,Sativa,Stress, Pain, Depression,None,None,Happy, Uplifted, Energetic, Euphoric, Creative, Dry Mouth, Paranoid,None,Sweet, Skunk,None,3,7,2,13.8,0.2,69,0.01,Flower Lot,1,114,65,50,1,1,0,0,1
5185,Hash Plant,Indica,Stress, Pain, Insomnia, Depression,None,Relaxed, Sleepy, Happy, Hungry, Euphoric, Dry Mouth, Paranoid,None,Earthy,None,None,4,7,1,17.9,0.2,89.5,0.01,Flower Lot,1,140,102,305,1,1,0,0,1
5192,Lemon Haze,Hybrid,Stress, Depression, Pain, Lack of Appetite,None,Happy, Uplifted, Euphoric, Energetic, Relaxed, Dry Mouth, Anxious, Paranoid,Lemon, Citrus, Sweet,4,8,3,15.46502,0.131,118.05,0.01,Flower Lot,1,17,14,98,1,0.9795918,0.0204082,0,0.9795918
5220,Abusive OG,Hybrid,Stress, Pain, Insomnia, Depression, Lack of Appetite,Relaxed, Sleepy, Euphoric, Happy, Hungry, Dry Mouth, Anxious,None,Earthy, Citrus,None,5,7,2,17.4,0.2,87,0.01,Flower Lot,1,419,140,60,1,1,0,0,1
5229,Raspberry Kush,Hybrid,Stress, Insomnia, Pain, Lack of Appetite, Muscle Spasms,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid, Anxious,Berry, Sweet,None,5,8,2,14.67525,0.192,76.43,0.01,Flower Lot,1,231,118,357,1,1,0,0,1
5233,Critical Hog,Hybrid,Stress, Depression, Pain, Lack of Appetite,None,Relaxed, Happy, Hungry, Sleepy, Euphoric, Dry Mouth, Paranoid,None,Earthy,None,None,4,7,1,10.44974,0.261,40.04,0.02,Flower Lot,1,883,143,24,1,1,0,0,1
5268,Double Bubble,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Pineapple,Tropical,Sweet,0,0,3,9.947473,0.083,119.85,0.01,Flower Lot,1,0,0,0,0,0,0,0,0
5440,Pink Champagne,Indica,Stress, Depression, Insomnia,None,None,Relaxed, Euphoric, Happy, Uplifted, Dry Mouth, Anxious,None,None,Berry, Sweet, Rose,3,6,3,17.9,0.3,59.67,0.02,Flower Lot,1,359,136,22,1,0.9090909,0.0909091,0,0.9090909
