test_id,test_strain,type,ailment_1,ailment_2,ailment_3,ailment_4,ailment_5,effects_1,effects_2,effects_3,effects_4,effects_5,effects_6,effects_7,effects_8,flavor_1,flavor_2,flavor_3,ailment_count,effects_count,flavor_count,thc_max,cbd_max,thc_cbd,cbd_thc,inventory_type,chemotype,strain_leafly_page_rank,strain_leafly_review_rank,strain_tests,strain_chemotype,strain_prop_chemotype1,strain_prop_chemotype2,strain_prop_chemotype3,strain_modal_chemo_prop
27756,Mango Haze,Hybrid,Stress, Depression, Pain, Lack of Appetite,None,Happy, Uplifted, Relaxed, Euphoric, Energetic, Dry Mouth, Anxious,None,Mango, Sweet,None,4,7,2,23.25,0.07,332.14,0,Flower Lot,1,197,110,177,1,0.9152542,0.0847458,0,0.9152542
28464,Kona Gold,Hybrid,Depression, Stress, Nausea, Pain,None,Happy, Energetic, Uplifted, Creative, Euphoric, Dry Mouth, Anxious, Paranoid,Sweet, Honey,None,4,8,2,23.34,0.17,137.29,0.01,Flower Lot,1,972,150,29,1,1,0,0,1
28926,Sour Dream,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Sweet,Flowery,Pepper,0,0,3,17.36364,0,0,0,Flower Lot,1,430,142,18,1,1,0,0,1
29270,Silver Kush,Hybrid,Stress, Depression, Pain, Lack of Appetite, Muscle Spasms,Relaxed, Happy, Uplifted, Creative, Talkative, Dry Mouth, Paranoid,None,Earthy, Citrus,None,5,7,2,48.1764,0.18,267.65,0,Hydrocarbon Wax,1,389,137,31,1,1,0,0,1
29544,Strawberry Banana,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Woody,Earthy,Grapefruit,0,0,3,16.0752,0.12,133.96,0.01,Flower Lot,1,130,99,193,1,1,0,0,1
29685,Hurricane,Sativa,Stress, Pain, Nausea, Depression,None,Euphoric, Happy, Relaxed, Energetic, Uplifted, Dry Mouth, Anxious,None,Sweet, Grape,None,4,7,2,18.3677,0.15,122.45,0.01,Flower Lot,1,1155,145,29,1,1,0,0,1
29911,Ghost OG,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Sweet,Citrus,Orange,0,0,3,23.3,0.3,77.67,0.01,Flower Lot,1,95,96,191,1,0.9790576,0.0209424,0,0.9790576
30026,Sour Alien,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Citrus,Flowery,0,0,3,19.42,0.16,121.38,0.01,Flower Lot,1,620,134,6,1,1,0,0,1
30211,Walrus Kush,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Flowery,Lime,0,0,3,17.41,0.34,51.21,0.02,Flower Lot,1,1889,152,2,1,1,0,0,1
30260,Honey Boo Boo,Indica,Pain, Stress, Depression, Lack of Appetite,None,Relaxed, Sleepy, Euphoric, Tingly, Uplifted, Dry Mouth, Anxious,None,Honey, Citrus, Lemon,4,7,3,18.06,0.17,106.24,0.01,Flower Lot,1,796,149,21,1,1,0,0,1
30261,J1,Hybrid,None,None,None,None,None,Euphoric,Happy,Creative,Uplifted,Energetic,None,None,None,None,None,None,0,5,0,20.9325,0.27,77.53,0.01,Flower Lot,1,152,93,167,1,1,0,0,1
30434,Strawberry Frost,Indica,Depression, Stress, Lack of Appetite,None,None,Happy, Horny, Relaxed, Hungry, Dry Mouth,None,None,None,Sweet, Strawberry, Earthy,3,5,3,17.8154,0.2,89.08,0.01,Flower Lot,1,956,148,52,1,1,0,0,1
32660,California Hash Plant,Indica,Stress,None,None,None,None,Sleepy, Hungry, Relaxed,None,None,None,None,None,Citrus,None,None,1,3,1,8.2807,0,0,0,Flower Lot,1,1447,150,17,1,1,0,0,1
32694,MediHaze,Sativa,Pain, Stress, Depression, Inflammation, Nausea,Happy, Focused, Uplifted, Relaxed, Energetic, Anxious, Dry Mouth, Paranoid,Pine, Earthy, Citrus,5,8,3,9.25187,11.96,0.77,1.29,Flower Lot,2,456,119,91,2,0.0659341,0.9120879,0.021978,0.9120879
32756,Yoda OG,Hybrid,Stress, Pain, Insomnia, Depression,None,Relaxed, Sleepy, Euphoric, Hungry, Happy, Anxious, Dry Mouth,None,Earthy,None,None,4,7,1,20.19,0.4,50.48,0.02,Flower Lot,1,249,114,33,1,1,0,0,1
33071,Atomic,Hybrid,None,None,None,None,None,Happy,Relaxed,Talkative,Creative,Euphoric,None,None,None,None,None,None,0,5,0,22.6,0.4,56.5,0.02,Flower Lot,1,0,0,0,0,0,0,0,0
34012,Dutch Haze,Hybrid,None,None,None,None,None,Energetic, Creative, Happy, Horny, Uplifted,None,None,None,Citrus, Earthy,None,0,5,2,16.22878,0.28,57.96,0.02,Flower Lot,1,1083,149,64,1,1,0,0,1
34039,Crystal,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Woody,Pungent,0,0,3,16.7605,0.08,209.51,0,Flower Lot,1,0,0,0,0,0,0,0,0
34240,Mindbender,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Sweet,Sage,0,0,3,14.9366,0.18,82.98,0.01,Flower Lot,1,0,0,0,0,0,0,0,0
34382,Euphoria,Hybrid,None,None,None,None,None,Euphoric,Happy,Energetic,Creative,Relaxed,None,None,None,None,None,None,0,5,0,7.98129,0.14,57.01,0.02,Flower Lot,1,368,140,20,1,0.8,0.2,0,0.8
34420,Phantom OG,Indica,Depression, Pain, Insomnia, Lack of Appetite,None,Euphoric, Relaxed, Hungry, Happy, Focused, Dry Mouth, Paranoid, Anxious,Earthy, Lemon,None,4,8,2,26.64,0.01,2664,0,Flower Lot,1,469,142,33,1,1,0,0,1
34579,Lemon Thai,Hybrid,Stress, Pain, Depression, Lack of Appetite,None,Happy, Talkative, Relaxed, Sleepy, Uplifted, Dry Mouth, Anxious, Paranoid,Lemon, Sweet,None,4,8,2,81.49474,0.57,142.97,0.01,CO2 Hash Oil,1,405,142,7,1,1,0,0,1
34612,91 Krypt,Indica,Stress, Depression, Lack of Appetite, Nausea,None,Relaxed, Tingly, Happy, Hungry, Talkative, Dry Mouth,None,None,Earthy, Sweet,None,4,6,2,12.1641,0.2,60.82,0.02,Flower Lot,1,1216,151,55,1,1,0,0,1
34788,Full Moon,Hybrid,Depression, Stress, Lack of Appetite,None,None,Happy, Energetic, Uplifted, Horny, Creative,None,None,None,Ammonia,None,None,3,5,1,21.1464,0.3,70.49,0.01,Flower Lot,1,791,150,30,1,1,0,0,1
34850,Caramelo,Hybrid,Stress, Pain, Depression, Lack of Appetite,None,Happy, Euphoric, Energetic, Focused, Uplifted, Dry Mouth,None,None,Sweet, Lavender,None,4,6,2,18.513,0.12,154.28,0.01,Flower Lot,1,1086,150,14,1,1,0,0,1
35041,Northern Light,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Lemon,Citrus,Pungent,0,0,3,14.5582,1.4,10.4,0.1,Flower Lot,1,11,11,1389,1,0.987761,0.0115191,0.0007199,0.987761
35413,Afghani Bullrider,Hybrid,Stress, Depression, Insomnia, Pain,None,Uplifted, Relaxed, Happy, Euphoric, Dry Mouth, Paranoid,None,None,Sweet, Pine, Earthy,4,6,3,20.417,0,0,0,Flower Lot,1,585,139,18,1,1,0,0,1
35424,Memory Loss,Hybrid,Stress, Depression, Pain, Nausea,None,Uplifted, Happy, Talkative, Focused, Creative, Dry Mouth, Anxious,None,Earthy, Sweet,None,4,7,2,21.25,0.3,70.83,0.01,Flower Lot,1,671,144,123,1,0.9593496,0.0406504,0,0.9593496
35885,Sour Cookies,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Sweet,Berry,Blueberry,0,0,3,20.4525,0.11,185.93,0.01,Flower Lot,1,300,130,62,1,1,0,0,1
36105,Trash,Hybrid,None,None,None,None,None,Relaxed,Happy,Uplifted,Euphoric,Focused,None,None,None,None,None,None,0,5,0,24.1667,0.2,120.83,0.01,Flower Lot,1,1287,149,147,1,1,0,0,1
36132,Punky Lion,Hybrid,Stress, Depression, Muscle Spasms, Pain,None,Relaxed, Sleepy, Hungry, Euphoric, Tingly, Paranoid, Dry Mouth,None,Earthy, Sweet,None,4,7,2,19.81,0.09,220.11,0,Flower Lot,1,0,0,0,0,0,0,0,0
36199,Dinachem,Hybrid,None,None,None,None,None,Talkative,Relaxed,Happy,Energetic,Giggly,None,None,None,None,None,None,0,5,0,24.89,0.09,276.56,0,Flower Lot,1,1337,147,25,1,1,0,0,1
36429,Sweet Black Angel,Hybrid,Depression, Stress, Pain, Insomnia,None,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth,None,None,Sweet, Berry, Pine,4,6,3,17.7,0.2,88.5,0.01,Flower Lot,1,1030,144,33,1,1,0,0,1
36432,Fruity Chronic Juice,Hybrid,Lack of Appetite, Pain, Stress, Depression,None,Relaxed, Euphoric, Happy, Talkative, Creative, Dry Mouth, Anxious,None,Citrus, Sweet,None,4,7,2,18,0.3,60,0.02,Flower Lot,1,901,150,45,1,1,0,0,1
36459,Chocolate Fondue,Hybrid,Depression, Stress, Nausea, Lack of Appetite,None,Relaxed, Uplifted, Happy, Talkative, Euphoric, Dry Mouth, Anxious,None,Sweet, Earthy,None,4,7,2,19.4,0.2,97,0.01,Flower Lot,1,1009,146,1,1,1,0,0,1
36493,Buddha Tahoe,Hybrid,Insomnia, Pain, Stress, Depression,None,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious,None,Earthy,None,None,4,7,1,19.8,0.2,99,0.01,Flower Lot,1,584,142,89,1,1,0,0,1
36598,Destroyer,Hybrid,Depression, Stress, Insomnia,None,None,Energetic, Uplifted, Euphoric, Happy,None,None,None,None,Lavender, Ammonia, Sweet,3,4,3,15.5944,0.32,48.73,0.02,Flower Lot,1,737,141,10,1,1,0,0,1
36700,Citrix,Hybrid,None,None,None,None,None,Happy,Euphoric,Uplifted,Relaxed,Energetic,None,None,None,None,None,None,0,5,0,21.56,0.04,539,0,Flower Lot,1,743,144,13,1,1,0,0,1
37410,Nebula,Hybrid,None,None,None,None,None,Uplifted,Happy,Euphoric,Energetic,Creative,None,None,None,None,None,None,0,5,0,14,0.1,140,0.01,Flower Lot,1,292,130,1,1,1,0,0,1
37608,Sunset Sherbet,Sativa,None,None,None,None,None,None,None,None,None,None,None,None,None,Sweet,Flowery,Citrus,0,0,3,17.8269,0.11,162.06,0.01,Flower Lot,1,24,28,814,1,1,0,0,1
37761,Church OG,Hybrid,Stress, Depression, Pain, Insomnia,None,Relaxed, Happy, Uplifted, Creative, Horny, Dry Mouth, Paranoid,None,Earthy, Citrus,None,4,7,2,64.3658,0.39,165.04,0.01,Hydrocarbon Wax,1,574,145,44,1,1,0,0,1
37798,Hawaiian Snow,Hybrid,Depression, Pain, Stress,None,None,Happy, Relaxed, Uplifted, Euphoric, Creative, Dry Mouth, Anxious, Paranoid,None,None,None,3,8,0,19.1893,0.09,213.21,0,Flower Lot,1,313,135,24,1,1,0,0,1
38005,Star Killer,Hybrid,Pain, Stress, Insomnia, Depression, Nausea,Relaxed, Euphoric, Sleepy, Happy, Hungry, Dry Mouth, Paranoid, Anxious,Lemon, Earthy,None,5,8,2,19.88261,0.13,152.94,0.01,Flower Lot,1,287,105,28,1,1,0,0,1
38103,Enemy of the State,Indica,Stress, Depression, Insomnia, Lack of Appetite,None,Relaxed, Focused, Sleepy, Horny, Euphoric, Anxious, Dry Mouth, Paranoid,Sweet, Berry,None,4,8,2,19.694,0.2,98.47,0.01,Flower Lot,1,1026,142,82,1,1,0,0,1
38144,Dawgfather,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Woody,Spicy/Herbal,0,0,3,10.26967,0,0,0,Flower Lot,1,1804,152,35,1,1,0,0,1
38927,Dutch Queen,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Citrus,Flowery,0,0,3,26.99,0.07,385.57,0,Flower Lot,1,1734,150,46,1,1,0,0,1
39015,Future,Hybrid,None,None,None,None,None,Relaxed,Euphoric,Uplifted,Sleepy,Happy,None,None,None,None,None,None,0,5,1,22.53,0.15,150.2,0.01,Flower Lot,1,977,141,37,1,1,0,0,1
40325,Cornbread,Hybrid,Stress, Lack of Appetite, Pain, Insomnia,None,Relaxed, Hungry, Happy, Sleepy, Euphoric, Dry Mouth, Paranoid,None,Earthy, Citrus,None,4,7,2,15.90814,0.13,122.37,0.01,Flower Lot,1,531,121,34,1,1,0,0,1
40351,Durban Cookies,Hybrid,Pain, Stress, Depression, Inflammation,None,Happy, Relaxed, Uplifted, Talkative, Energetic, Dry Mouth, Paranoid, Anxious,Sweet, Earthy,None,4,8,2,18.95,0.1,189.5,0.01,Flower Lot,1,799,133,76,1,1,0,0,1
40446,Swiss Tsu 2,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Lemon,Sweet,Blueberry,0,0,3,3.94,73.05,0.05,18.54,Food Grade Solvent Extract,3,0,0,0,0,0,0,0,0
40703,Magnum,Hybrid,None,None,None,None,None,Energetic,Happy,Creative,Uplifted,Euphoric,None,None,None,None,None,None,0,5,0,10.7978,0.05,215.96,0,Flower Lot,1,859,148,12,1,1,0,0,1
40760,White Nightmare,Hybrid,Stress, Pain, Depression, Lack of Appetite, Inflammation,Uplifted, Euphoric, Happy, Creative, Energetic, Dry Mouth, Anxious, Paranoid,Earthy, Sweet, Citrus,5,8,3,15.786,0.61,25.88,0.04,Flower Lot,1,539,141,144,1,1,0,0,1
40827,Willie Nelson,Hybrid,Stress, Depression, Pain, Nausea,None,Happy, Euphoric, Creative, Energetic, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Sweet,None,4,8,2,7.8,0.1,78,0.01,Flower Lot,1,358,136,96,1,1,0,0,1
40877,Mataro Blue,Hybrid,Pain, Stress, Depression, Insomnia, Muscle Spasms,Relaxed, Euphoric, Hungry, Happy, Tingly, Dry Mouth,None,None,Berry, Earthy, Sweet,5,6,3,20.29,0.06,338.17,0,Flower Lot,1,819,141,7,1,0.7142857,0.2857143,0,0.7142857
40917,Hades Haze,Indica,Insomnia, Depression, Lack of Appetite, Pain,None,Relaxed, Sleepy, Talkative, Euphoric,None,None,None,None,Citrus, Earthy,None,4,4,2,11.6748,0.05,233.5,0,Flower Lot,1,1749,149,112,1,1,0,0,1
41093,Purple Star,Hybrid,Pain, Insomnia, Depression, Muscle Spasms,None,Tingly, Sleepy, Hungry, Relaxed, Uplifted, Dry Mouth, Anxious,None,Berry, Citrus, Pine,4,7,3,17.9569,0.65,27.63,0.04,Flower Lot,1,1242,149,22,1,1,0,0,1
42509,PowerNap,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Diesel,Citrus,Woody,0,0,3,20.6132,0.11,187.39,0.01,Flower Lot,1,0,0,0,0,0,0,0,0
42515,Tangie,Hybrid,Stress, Depression, Pain, Lack of Appetite,None,Happy, Uplifted, Energetic, Euphoric, Relaxed, Dry Mouth, Anxious, Paranoid,Citrus, Orange, Sweet,4,8,3,72.4905,0.61,118.84,0.01,Hydrocarbon Wax,1,38,34,759,1,0.9947299,0.002635,0.002635,0.9947299
42522,Cherries Jubilee,Indica,Stress, Depression, Pain, Nausea,None,Euphoric, Relaxed, Uplifted, Happy, Horny, Dry Mouth,None,None,Berry, Sweet,None,4,6,2,69,4.9,14.08,0.07,CO2 Hash Oil,1,1607,150,551,1,0.9836661,0.0108893,0.0054446,0.9836661
43710,Monolith,Indica,Insomnia, Lack of Appetite, Pain, Stress, Depression,Relaxed, Sleepy, Tingly, Euphoric, Focused,None,None,None,Earthy, Pine,None,5,5,2,24.93,0.04,623.25,0,Flower Lot,1,1844,148,68,1,1,0,0,1
43955,Black Domina,Hybrid,Stress, Depression, Pain, Insomnia, Lack of Appetite,Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid,None,Pine, Pepper,None,5,7,2,15.74873,0,0,0,Flower Lot,1,176,121,108,1,0.962963,0.037037,0,0.962963
44186,Starfighter,Hybrid,None,None,None,None,None,Euphoric,Relaxed,Happy,Uplifted,Creative,None,None,None,None,None,None,0,5,0,77.28,0.38,203.37,0,Hydrocarbon Wax,1,399,148,45,1,1,0,0,1
45542,Blue Diamond,Hybrid,Stress, Depression, Pain,None,None,Euphoric, Relaxed, Happy, Uplifted, Sleepy, Paranoid, Dry Mouth, Anxious,Sweet, Earthy,None,3,8,2,21.9157,0.11,199.23,0.01,Flower Lot,1,428,143,13,1,1,0,0,1
45871,Lime Skunk,Hybrid,Depression, Stress, Pain, Muscle Spasms,None,Uplifted, Creative, Relaxed, Happy, Euphoric, Dry Mouth, Anxious,None,Lime, Citrus, Lemon,4,7,3,24.6789,0.25,98.72,0.01,Flower Lot,1,716,125,62,1,1,0,0,1
46201,Night Nurse,Hybrid,Pain, Insomnia, Stress, Muscle Spasms,None,Relaxed, Sleepy, Happy, Tingly, Hungry, Dry Mouth,None,None,Sweet, Earthy,None,4,6,2,19.5678,0,0,0,Flower Lot,1,809,146,200,1,0.98,0.02,0,0.98
46225,Ortega,Hybrid,Depression, Pain,None,None,None,Relaxed, Uplifted, Euphoric, Sleepy, Dry Mouth,None,None,None,Pepper, Earthy,None,2,5,2,17.2753,0.1,172.75,0.01,Flower Lot,1,0,0,0,0,0,0,0,0
46391,Blockhead,Hybrid,None,None,None,None,None,Relaxed,Happy,Hungry,Uplifted,Euphoric,None,None,None,None,None,None,0,5,0,20.3,0.18,112.78,0.01,Flower Lot,1,907,151,49,1,1,0,0,1
46491,Amethyst,Hybrid,None,None,None,None,None,Energetic,Creative,Giggly,Hungry,Happy,None,None,None,None,None,None,0,5,0,17.39,0.14,124.21,0.01,Flower Lot,1,1335,152,26,1,1,0,0,1
47637,Quin-N-Tonic,Indica,Stress, Pain, Depression, Nausea, Lack of Appetite,Relaxed, Happy, Focused, Hungry, Sleepy, Dry Mouth,None,None,Sweet, Blueberry,None,5,6,2,21.0533,0.1,210.53,0,Flower Lot,1,1652,151,43,1,0.8604651,0.1395349,0,0.8604651
47756,Bubba OG,Hybrid,Stress, Pain, Depression, Insomnia, Nausea,Relaxed, Happy, Sleepy, Uplifted, Euphoric, Dry Mouth, Paranoid,None,Earthy, Sweet,None,5,7,2,22.65,0.1,226.5,0,Flower Lot,1,186,112,5,1,1,0,0,1
47814,Firehouse,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Diesel,Pungent,Earthy,0,0,3,19.86079,0,0,0,Flower Lot,1,0,0,0,0,0,0,0,0
47895,Primus,Hybrid,Stress, Lack of Appetite, Pain, Insomnia, Depression,Relaxed, Happy, Euphoric, Uplifted, Creative, Dry Mouth, Anxious, Paranoid,Sweet, Earthy, Citrus,5,8,3,25.2699,0,0,0,Flower Lot,1,704,132,486,1,0.9958848,0.0041152,0,0.9958848
48108,Cascadia Kush,Indica,Depression, Pain, Stress, Insomnia,None,Relaxed, Euphoric, Tingly, Sleepy, Happy, Dry Mouth,None,None,Earthy, Sweet,None,4,6,2,21.59608,0.09,239.96,0,Flower Lot,1,1805,151,114,1,1,0,0,1
48647,Sour Urkle,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Pine,Diesel,0,0,3,15.47328,0,0,0,Flower Lot,1,1150,146,25,1,1,0,0,1
48722,Cactus,Indica,Pain, Stress, Nausea,None,None,Relaxed, Happy, Euphoric, Uplifted, Talkative, Dry Mouth, Paranoid,None,Citrus, Earthy,None,3,7,2,24.81,0.36,68.92,0.01,Flower Lot,1,690,121,260,1,1,0,0,1
49064,Nigerian Nightmare,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Woody,Spicy/Herbal,0,0,3,12.8588,0.09,142.88,0.01,Flower Lot,1,0,0,0,0,0,0,0,0
49068,Skunkberry,Hybrid,None,None,None,None,None,Relaxed,Happy,Euphoric,Uplifted,Creative,None,None,None,None,None,None,0,5,0,12.9372,0.11,117.61,0.01,Flower Lot,1,577,124,130,1,1,0,0,1
49156,Dark Side of the Moon,Hybrid,Stress, Insomnia, Depression, Pain,None,Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Berry, Sweet,4,8,3,19.4332,0.13,149.49,0.01,Flower Lot,1,979,141,72,1,1,0,0,1
49400,Haze,Hybrid,Stress, Depression, Pain,None,None,Euphoric, Uplifted, Happy, Energetic, Creative, Dry Mouth, Paranoid, Anxious,Earthy, Sweet,None,3,8,2,51.5,2.4,21.46,0.05,CO2 Hash Oil,1,73,111,59,1,0.9661017,0.0338983,0,0.9661017
49418,White Buffalo,Sativa,Stress, Depression, Pain,None,None,Happy, Uplifted, Euphoric, Relaxed, Energetic, Dry Mouth, Anxious,None,Sweet, Berry,None,3,7,2,22.5,0.3,75,0.01,Flower Lot,1,340,127,24,1,1,0,0,1
50287,Bandana,Hybrid,None,None,None,None,None,Euphoric,Happy,Relaxed,Talkative,Creative,None,None,None,None,None,None,0,5,0,17.7223,0,0,0,Flower Lot,1,1252,148,100,1,0.95,0.05,0,0.95
50861,Strawberry Lemonade,Sativa,Stress, Depression, Pain,None,None,Happy, Euphoric, Energetic, Creative, Uplifted, Dry Mouth, Anxious, Paranoid,Lemon, Strawberry, Sweet,3,8,3,16.22001,0.25,64.88,0.02,Flower Lot,1,343,112,172,1,0.9883721,0.0116279,0,0.9883721
51221,Kraken,Indica,Stress, Insomnia, Muscle Spasms,None,None,Relaxed, Sleepy, Happy, Talkative, Euphoric, Paranoid, Dry Mouth,None,Earthy,None,None,3,7,1,20.79,0.08,259.88,0,Flower Lot,1,1159,149,76,1,1,0,0,1
51249,Black Bubba,Indica,Stress, Insomnia, Pain, Seizures, Depression,Happy, Relaxed, Sleepy, Tingly, Euphoric, Dry Mouth, Paranoid,None,Earthy, Pine,None,5,7,2,21.86,0.1,218.6,0,Flower Lot,1,1261,151,44,1,1,0,0,1
51392,Cuvee,Indica,Stress, Pain, Depression, Insomnia,None,Euphoric, Relaxed, Uplifted, Happy, Anxious, Dry Mouth,None,None,Sweet, Citrus,None,4,6,2,14.9636,0.13,115.1,0.01,Flower Lot,1,657,146,82,1,0.9756098,0.0243902,0,0.9756098
51398,Sonic Screwdriver,Hybrid,Stress, Pain, Depression,None,None,Happy, Euphoric, Uplifted, Creative, Dry Mouth,None,None,None,Earthy, Citrus,None,3,5,2,12.1672,0.49,24.83,0.04,Flower Lot,1,896,139,84,1,1,0,0,1
51463,Alien Rift,Hybrid,Stress, Insomnia, Depression, Pain,None,Relaxed, Happy, Euphoric, Hungry, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Citrus,None,4,8,2,20.08,0.09,223.11,0,Flower Lot,1,818,142,154,1,1,0,0,1
52517,Green Lantern,Hybrid,Stress, Depression, Pain,None,None,Uplifted, Euphoric, Happy, Hungry, Talkative, Dry Mouth, Anxious, Paranoid,Citrus, Earthy, Pine,3,8,3,21,0.1,210,0,Flower Lot,1,895,150,1,1,1,0,0,1
52901,Super Green Crack,Hybrid,Depression, Stress, Lack of Appetite, Pain,None,Energetic, Uplifted, Happy, Focused, Euphoric, Dry Mouth, Anxious,None,Earthy, Citrus,None,4,7,2,11.9,0.1,119,0.01,Flower Lot,1,463,141,3,1,1,0,0,1
53969,Black Diamond,Hybrid,Stress, Pain, Insomnia, Depression, Inflammation,Relaxed, Happy, Euphoric, Hungry, Uplifted, Dry Mouth, Anxious, Paranoid,Earthy, Berry, Sweet,5,8,3,21.6234,0.3,72.08,0.01,Flower Lot,1,199,118,61,1,1,0,0,1
54021,Kushage,Hybrid,None,None,None,None,None,Relaxed,Happy,Euphoric,Hungry,Tingly,None,None,None,None,None,None,0,5,0,20.97747,0.04,524.44,0,Flower Lot,1,1399,148,70,1,0.9857143,0.0142857,0,0.9857143
54211,Power Kush,Hybrid,Stress, Pain, Depression, Muscle Spasms,None,Relaxed, Sleepy, Euphoric, Happy, Uplifted, Paranoid, Dry Mouth, Anxious,Sweet, Skunk, Lime,4,8,3,15.8306,0.09,175.9,0.01,Flower Lot,1,654,146,71,1,1,0,0,1
54396,DJ Andy Williams,Sativa,None,None,None,None,None,Creative, Energetic,None,None,None,None,None,None,None,None,None,0,2,0,22.4512,0,0,0,Flower Lot,1,1613,150,19,1,1,0,0,1
55204,Murkle,Indica,None,None,None,None,None,Giggly,None,None,None,None,None,None,None,None,None,None,0,1,0,20.96,0.03,698.67,0,Flower Lot,1,865,140,86,1,0.627907,0.372093,0,0.627907
55650,Grape OX,Hybrid,Stress, Depression, Insomnia, Pain,None,Hungry, Sleepy, Relaxed, Tingly, Uplifted, Dry Mouth, Paranoid,None,Grape, Sweet,None,4,7,2,16.7999,0.1,168,0.01,Flower Lot,1,1344,143,140,1,1,0,0,1
55683,Herojuana,Hybrid,None,None,None,None,None,Relaxed,Sleepy,Happy,Hungry,Euphoric,None,None,None,None,None,None,0,5,0,19.0432,0.2,95.22,0.01,Flower Lot,1,223,97,7,1,1,0,0,1
55784,White Strawberry Skunk,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Citrus,Pine,Sweet,0,0,3,18.2408,0.22,82.91,0.01,Flower Lot,1,1420,151,7,1,1,0,0,1
56060,Triangle Kush,Indica,Depression, Pain, Stress, Insomnia,None,Relaxed, Euphoric, Uplifted, Happy, Sleepy, Dry Mouth, Paranoid,None,Earthy, Skunk,None,4,7,2,52.5,1.1,47.73,0.02,CO2 Hash Oil,1,275,137,37,1,1,0,0,1
56398,Stella Blue,Sativa,Depression, Stress, Nausea, Pain,None,Energetic, Uplifted, Happy, Focused, Relaxed, Dry Mouth, Paranoid,None,Sweet, Berry,None,4,7,2,21.31,0.04,532.75,0,Flower Lot,1,1364,150,3,1,1,0,0,1
56738,Alaskan Ice,Hybrid,Depression, Stress, Pain,None,None,Euphoric, Happy, Relaxed, Uplifted, Hungry, Dry Mouth, Paranoid,None,Sweet, Earthy,None,3,7,2,18.4739,0.13,142.11,0.01,Flower Lot,1,547,140,57,1,1,0,0,1
56870,Hawaiian Haze,Hybrid,Stress, Pain, Depression, Nausea, Insomnia,Uplifted, Happy, Talkative, Hungry, Dry Mouth, Paranoid, Anxious,None,Skunk,None,None,5,7,1,5.85836,0,0,0,Flower Lot,1,496,141,21,1,0.9047619,0.0952381,0,0.9047619
57367,The OX,Hybrid,Pain, Stress, Inflammation, Depression, Muscle Spasms,Relaxed, Happy, Uplifted, Tingly, Dry Mouth, Paranoid,None,None,Sweet, Citrus, Coffee,5,6,3,19.1332,0.21,91.11,0.01,Flower Lot,1,1232,147,3,1,1,0,0,1
57678,Tora Bora,Hybrid,Pain, Stress, Insomnia, Inflammation, Muscle Spasms,Relaxed, Tingly, Sleepy, Happy, Euphoric, Dry Mouth, Paranoid,None,Earthy, Pine,None,5,7,2,23.35,0.05,467,0,Flower Lot,1,673,134,28,1,0.8571429,0.1428571,0,0.8571429
58327,Super Cheese,Hybrid,Insomnia, Pain, Stress, Depression,None,Euphoric, Relaxed, Happy, Sleepy, Energetic, Dry Mouth,None,None,Earthy,None,None,4,6,1,10.24272,0,0,0,Flower Lot,1,898,147,36,1,1,0,0,1
58334,Satori,Hybrid,None,None,None,None,None,Creative,Euphoric,Uplifted,Happy,Energetic,None,None,None,None,None,None,0,5,0,5.09981,7.06,0.72,1.38,Flower Lot,2,682,147,18,1,0.8888889,0.1111111,0,0.8888889
58338,Kaboom,Hybrid,Depression, Stress, Pain, Nausea,None,Happy, Uplifted, Energetic, Creative, Euphoric, Dry Mouth, Paranoid, Anxious,Earthy, Pine,None,4,8,2,16.03552,0,0,0,Flower Lot,1,1012,136,102,1,1,0,0,1
